agent;weigthed_obj
TypeB;-1287.2735927228082
TypeC;-60.052010352903835
WindOffshore;-1296.6795253526652
GasTurbine;-2849.884395280853
TypeA;-1287.345405292172
Baseload;-4089.285159943858
Peak;0.638224463633378
WindOnshore;-720.1267644869367
TypeD;-59.97923654247688
SolarPanels;-425.67783185966255
