CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
1307.4344617535476,2883.82664755945,4126.945362563327,0.00043469208617352706,725.9407532723224,407.4261072080094
