Generator;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
WindOffshore;2.1886143031224492e-7;4.935231316949285e-7;1.9504879844589595e-7;3.8899463632446896e-6;1.5110047257849146e-6;4.342428482573268e-6;8.403878837270895e-8;0.0001561039406396958;1.3285887234815164e-6
GasTurbine;6.519974249385996e-8;3.343232037877897e-7;1.2672023785853526e-7;3.75909689864784e-6;1.3928686257713707e-6;4.267369604349369e-6;2.6356644866609713e-8;2.501495714568591e-6;1.3076657978672301e-6
Baseload;2.177140459025395e-7;3.068288378926809e-7;1.1602151062106714e-7;3.848753067359212e-6;1.3714975466427859e-6;4.347572030383162e-6;8.325514500029385e-8;0.0005076384912285903;1.2939159432789893e-6
Peak;2.1876328304415438e-7;4.934915081439284e-7;1.9631450243196014e-7;3.889907645771018e-6;1.5110335311874223e-6;4.342415422797785e-6;8.405888252127625e-8;2.5876913269939905e-6;2.6005190534306166e-7
WindOnshore;2.1879907308175461e-7;4.934985895488353e-7;1.9506933313095942e-7;3.8899403129732946e-6;1.511023878464357e-6;4.342450124816821e-6;8.405828566537821e-8;2.583112859610992e-6;1.3285972499943455e-6
SolarPanels;2.18816639341291e-7;4.93496588032695e-7;1.9506695772708666e-7;3.889918679129273e-6;1.5110331972600921e-6;4.342445575839307e-6;8.406593035754917e-8;2.5876908688396427e-6;1.3286104699410215e-6
