Generator;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
WindOffshore;24357.041711413916;24482.862592376943;24410.046585221004;25003.043849663307;25022.240376164475;24946.40485237963;25319.346272903782;25311.34387851189;25361.313472607075
GasTurbine;57582.288357205776;58055.92020781904;57214.640185983124;58449.58816238673;58799.635417746365;57634.07183742325;59076.65223382704;59476.86605328289;58562.38351025507
Baseload;93997.65999158658;94520.08872054209;93617.14470987697;94873.63566915257;95279.08821944878;94014.78070569686;95552.74998052302;95988.39658530764;95034.5869663997
Peak;13159.654793925658;13159.654916447105;13159.654659069844;13159.654673485285;13159.654794288073;13159.654548318107;13159.655048695096;13159.65510609039;13159.654917271868
WindOnshore;12077.325564097468;12067.442107181516;12229.736151613326;12522.041332590077;12471.581412815047;12573.775366504731;12644.862871677868;12606.827369983777;12702.046905783494
SolarPanels;32428.760474768118;32376.374375949537;32485.14757733224;32479.38604504637;32418.808716623473;32538.588238594206;32513.92114506025;32453.717141164318;32579.574715656792
