VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
26220.06152744711,61200.72064377381,98891.18220128934,13159.655263313354,13158.789540188689,32882.34593278526
