iteration;primal_EOM;dual_EOM;rho_EOM;primal_cfd;dual_cfd;rho_cfd;zeta_cfd;imbalance_cfd
1;550.4096827859577;0.0;0.011000000000000001;35.00000000001162;0.0;0.011000000000000001;-0.003500000000001162;35.00000000001162
2;441.5682376929745;0.644835976237004;0.012100000000000001;35.000003686052736;0.011067972976239447;0.012100000000000001;-0.007350000405466964;35.000003686052736
3;390.06005237864645;0.47492798812847176;0.013310000000000002;35.00000452183578;0.01217477056461437;0.013310000000000002;-0.011585000952609094;35.00000452183578
4;359.0602459431166;0.3683054997050119;0.014641000000000003;35.000022919183046;0.013392254662338975;0.014641000000000003;-0.01624350400315236;35.000022919183046
5;336.7047997588675;0.31714272020628687;0.016105100000000004;35.00000075962157;0.014731470802416966;0.016105100000000004;-0.021367854114368555;35.00000075962157
6;314.94947768897185;0.3412918909795474;0.017715610000000007;35.000001877072584;0.01620461839695466;0.017715610000000007;-0.027004639416672974;35.000001877072584
7;292.35499236131216;0.3888082348675753;0.019487171000000008;35.00000063384078;0.017825079603488406;0.019487171000000008;-0.033205103028961735;35.00000063384078
8;270.9289925750421;0.41587728916227;0.021435888100000012;35.00000138834872;0.019607587986521943;0.021435888100000012;-0.04002561314951163;35.00000138834872
9;253.31463983135203;0.40905268395862165;0.023579476910000015;35.00000143011305;0.021568346810904155;0.023579476910000015;-0.047528174291069064;35.00000143011305
10;239.96668177567284;0.39129833834634936;0.025937424601000018;35.0000017598095;0.023725181715489183;0.025937424601000018;-0.05578099162452294;35.0000017598095
11;229.81092923995269;0.376176043305854;0.02853116706110002;35.00000329671598;0.026097701033063976;0.02853116706110002;-0.06485909108995618;35.00000329671598
12;222.024465525976;0.35427332089748137;0.031384283767210024;35.00000393046247;0.028707471656229742;0.031384283767210024;-0.07484500068274799;35.00000393046247
13;215.86272625760233;0.3246383893873549;0.03452271214393103;35.000002856302075;0.03157821785263703;0.03452271214393103;-0.08582950089770144;35.000002856302075
14;210.09279397527797;0.317890101945725;0.03797498335832414;35.00000097633522;0.03473603777216773;0.03797498335832414;-0.09791245048513471;35.00000097633522
15;203.7688940357192;0.3417106493993774;0.04177248169415655;35.000000930746204;0.03820964149951617;0.04177248169415655;-0.11120369501399888;35.000000930746204
16;196.36333860009955;0.39624024235882827;0.04594972986357221;35.00000132104948;0.042030606118176626;0.04594972986357221;-0.12582406415878883;35.00000132104948
17;187.83291467695406;0.46553391948283573;0.050544702849929436;35.00000385782317;0.04623367008103544;0.050544702849929436;-0.1419064713836984;35.00000385782317
18;178.214604265107;0.5485301997392557;0.05559917313492239;35.00000354444797;0.050857036633734615;0.05559917313492239;-0.15959711917270442;35.00000354444797
19;167.71179318846558;0.6371123523930502;0.06115909044841463;35.00001501192303;0.05594275862936142;0.06115909044841463;-0.17905683811643233;35.00001501192303
20;156.62023077794657;0.7232064332036131;0.0672749994932561;35.000000728891266;0.06153700938144919;0.0672749994932561;-0.20046252021916072;35.000000728891266
21;145.3959884674553;0.7971630716068029;0.07400249944258172;35.00000038462063;0.06769070964842423;0.07400249944258172;-0.22400877030055388;35.00000038462063
22;134.4303004515039;0.859319462290132;0.0814027493868399;35.000001374551836;0.07445978271915392;0.0814027493868399;-0.2499096461226602;35.000001374551836
23;124.0616225638692;0.9107811713075281;0.0895430243255239;35.00000142033257;0.08190576109824652;0.0895430243255239;-0.27840060956424395;35.00000142033257
24;114.4392937615053;0.9561186402219204;0.09849732675807629;34.999994386688854;0.09009631910321013;0.09849732675807629;-0.3097406630518488;34.999994386688854
25;105.88722824533181;0.9736926396689267;0.10834705943388392;35.000000896757854;0.0991059694472255;0.10834705943388392;-0.34421472830045796;35.000000896757854
26;98.30054900333629;0.9982130253289915;0.11918176537727232;35.0000020209731;0.10901656989363305;0.11918176537727232;-0.3821362012919823;35.0000020209731
27;91.73926019432717;1.0108090391316022;0.13109994191499957;35.000001127141616;0.11991822382017431;0.13109994191499957;-0.42384982051737485;35.000001127141616
28;86.15311283495225;1.0200935244557439;0.14420993610649954;35.00000184754233;0.1319100489167662;0.14420993610649954;-0.46973480260975164;35.00000184754233
29;81.45387397122141;1.025521024686851;0.1586309297171495;34.99999761199539;0.14510103624882353;0.1586309297171495;-0.5202082768032865;34.99999761199539
30;77.56332887611968;1.0249540687641188;0.17449402268886446;35.00000077451162;0.15961115429612757;0.17449402268886446;-0.5757291034329038;35.00000077451162
31;74.37168758477516;1.0215994527102423;0.19194342495775094;34.99997892448534;0.17557216013299384;0.19194342495775094;-0.6368019745984931;34.99997892448534
32;71.74714542664934;1.0146889816932747;0.21113776745352605;35.000001482246255;0.19312950062042264;0.21113776745352605;-0.7039821761787801;35.000001482246255
33;69.47536884778894;1.016630643034404;0.23225154419887867;34.99998393875048;0.21244234419258792;0.23225154419887867;-0.7778803608761505;34.99998393875048
34;67.39488260376307;1.0171124568528978;0.25547669861876654;34.999911862459406;0.2336860981086008;0.25547669861876654;-0.859168196644959;34.999911862459406
35;65.34240704734702;1.039503871584043;0.2810243684806432;34.9999809917333;0.25705521563231926;0.2810243684806432;-0.9485849925998351;34.9999809917333
36;63.25339777064075;1.0887663109261898;0.30912680532870757;25.28354119266306;2.59742911319545;0.30912680532870757;-1.0196379045660597;25.28354119266306
37;60.92254729303341;1.1832161964886603;0.34003948586157834;23.52124489122494;0.25717459334425313;0.34003948586157834;-1.0923483774718452;23.52124489122494
38;58.31789968321035;1.3108205601394494;0.3740434344477362;13.46188320887845;2.091463575494501;0.3740434344477362;-1.1381240959226016;13.46188320887845
39;55.555352980493865;1.4418852443102632;0.41144777789250986;14.999999395669409;0.2879080209395776;0.41144777789250986;-1.194230608829303;14.999999395669409
40;52.49138363724547;1.5847543964981246;0.4525925556817609;14.999929399505216;0.1774235457800617;0.4525925556817609;-1.2559474850290127;14.999929399505216
41;49.30739801470118;1.7246955474611059;0.497851811249937;11.383233113867856;0.670443525406775;0.497851811249937;-1.3074671506982796;11.383233113867856
42;46.09291615860388;1.8475997456596989;0.5476369923749307;9.138583978226993;0.528677479623745;0.5476369923749307;-1.3529637565564792;9.138583978226993
43;42.89280689626621;1.9812023766715823;0.6024006916124238;5.633562081480141;1.195269831937538;0.6024006916124238;-1.3838152265030716;5.633562081480141
44;39.70523280140285;2.120435826594228;0.6626407607736663;3.009520008476294;0.7608298706210659;0.6626407607736663;-1.4019445958483472;3.009520008476294
