agent,1,2,3,4,5,6,7,8,9
TypeA,-218.5904322756278,-196.7750897712752,-233.45595454554962,-190.65596113345836,-172.1698338858934,-219.56041588401303,-164.41603649850535,-144.03646582610116,-182.72665781036386
TypeB,-218.65549350410691,-196.83987913009997,-233.51762260926512,-190.69598128000234,-172.21563561267772,-219.59672388631068,-164.4569272675766,-144.0761948596146,-182.76667072154834
TypeC,-135.16667228833768,-122.57883091643407,-143.80329102712375,-117.19871128658205,-107.2270649430632,-133.61460838472362,-101.77880509272242,-89.59148160521183,-113.31727282551275
TypeD,-135.46617649738306,-122.87738602181864,-144.097995406661,-117.33156132681206,-107.36523030331273,-133.7435728634291,-101.91364192934151,-89.74422927749647,-113.43982636953632
