agent,1,2,3,4,5,6,7,8,9
TypeA,-218.68542595925655,-196.90766336093833,-233.44537493844172,-190.73594552035604,-172.19087893005408,-219.6056346256626,-164.39757228734837,-144.09552661017153,-182.74936488669073
TypeB,-218.76803888574545,-196.98534461140474,-233.5184590339505,-190.7629181777316,-172.2235844936361,-219.62955161108434,-164.41549948447337,-144.10102512308507,-182.77991278866398
TypeC,-135.46561715857504,-122.90800014507973,-144.0323272510151,-117.34551770801396,-107.33894594918065,-133.73165054365805,-101.86842995681351,-89.75570923759221,-113.42078547074644
TypeD,-135.5742006602099,-123.01048396390391,-144.14019792970288,-117.40190601973356,-107.39961647331654,-133.78667442169547,-101.92069099540197,-89.80311438301737,-113.47399439193023
