agent,1,2,3,4,5,6,7,8,9
TypeA,-218.60988560326803,-196.78983248574252,-233.43799114261563,-190.65160198382654,-172.18156697942584,-219.51865623718328,-164.3858140555742,-144.06252105092608,-182.73768267391642
TypeB,-218.6763757412664,-196.85296542833186,-233.5036873450442,-190.69632284204891,-172.22970994300533,-219.5610548043744,-164.3954973115242,-144.10332442577754,-182.7432843930532
TypeC,-135.3974155537952,-122.80846842500247,-144.00419307960485,-117.27832770041078,-107.31969265241386,-133.6674426779015,-101.83653094906715,-89.72204977695918,-113.39159592335625
TypeD,-135.39587565232236,-122.80263115898069,-144.00542950171666,-117.29758627834545,-107.34099274011393,-133.68819885207716,-101.80064904139525,-89.72623164402874,-113.34818750343952
