agent;weigthed_obj
TypeB;-207.22118236186094
TypeC;13.448214365547301
WindOffshore;-1307.4344427145334
GasTurbine;-2883.8266456742713
TypeA;-577.1245266961394
Baseload;-4126.945304517751
Peak;-0.0004328287977841683
WindOnshore;-725.9407512956059
TypeD;13.44897030143693
SolarPanels;-425.9305206059398
