Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;-0.0034140153085827876;-0.003282401611035115;-0.0032259144881614465;-0.0032696151873535958;-0.003488127995647789;-0.003986943703864182;-0.004874271620536404;-0.027945134319592172;-0.029534720640537856
TypeA;-0.009107277727678383;-0.008676199889703442;-0.008280870612358944;-0.007907149729001504;-0.007638756114691129;-0.007660447276710905;-0.008226438645720341;-0.04512298701436712;-0.04632938575995613
TypeD;-0.0034137779530791393;-0.0032821889835036185;-0.0032257587844433423;-0.0032694775042012444;-0.0034879864194211313;-0.003986790807580696;-0.004874092112211856;-0.02794544728879049;-0.02953489072278199
TypeB;-0.009106978603317644;-0.008675926092674185;-0.00828066635487299;-0.007906976847628951;-0.007638579738000675;-0.007660267059191054;-0.008226218535049169;-0.04512325723073669;-0.04632951826605889
