Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;40.58345362730872;25.79056330137845;52.58136237030702;-24.062518827623165;-31.509825256201932;-12.254640227519644;0.43571328494550954;-11.9075382540992;9.548349562981908
TypeA;40.583425420448805;25.79054537607291;52.581325824498556;-24.062502103366423;-31.50980335581772;-12.254631710134124;0.435712982110179;-11.907529977961179;9.548342926559068
TypeD;40.58352314244777;25.790607477869944;52.58145243658747;-24.062560044158293;-31.509879229180772;-12.25466121841478;0.4357140312760181;-11.907558650445576;9.548365918289015
TypeB;40.583433269374375;25.790550364022277;52.581335993845;-24.06250675710834;-31.50980944988442;-12.254634080207405;0.43571306637804774;-11.907532280904205;9.548344773230022
