Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;1.3793080499979737e-7;2.5523583659925464e-6;1.0994311467005247e-5;1.7944682779713617e-6;7.671262203245988e-8;1.6128940067972053e-6;1.8090252569713527e-5;3.2779705216867683e-7;8.62048448624364e-6
TypeA;9.886239134004882e-7;3.9549899284452295e-6;1.2270917647327906e-5;3.4144462333074443e-6;2.924471836251996e-6;2.3146811791718847e-6;2.3197055329049476e-5;4.807655665572952e-6;1.281678855313828e-5
TypeD;4.676525553470867e-7;3.0970698836618737e-6;1.1145864358574897e-5;2.2231345147005754e-6;1.0033197765935142e-6;1.8188361208260062e-6;1.9272892866517566e-5;1.7674389249933142e-6;9.78079962399292e-6
TypeB;7.593231153180113e-6;1.3063058474926947e-5;1.757663414458932e-5;1.2402913537101767e-5;1.5057237924054334e-5;8.323380100705435e-6;3.438841921798996e-5;1.7519406316779396e-5;2.328169409970826e-5
