Generator;2018;2021;2022
WindOffshore;708958.914556837;585666.9713841303;560637.4234669957
MidMerit;1.780238518255442e6;1.8277790368885384e6;1.3448229424790968e6
Baseload;1.7408193197061347e6;1.8252136360173991e6;1.6455870479431371e6
Peak;8156.3331638662985;23531.710277881655;0.0
WindOnshore;392577.5152676408;329614.9977808975;340627.4174235584
SolarPanels;216232.84764644693;226534.18185012855;204695.55665877028
