CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
840.624678284042,1667.668926826384,2647.5360046809897,-0.007799109427522876,463.18924440670526,276.3571157968096
