agent;weigthed_obj
TypeB;-1282.4226872257216
TypeC;-57.350756520675986
WindOffshore;-1229.3628932814463
GasTurbine;-2729.525745601568
TypeA;-1282.503016741183
Baseload;-3964.1927044170443
Peak;-0.3053085708525032
WindOnshore;-675.2335700091935
TypeD;-57.2760345517338
SolarPanels;-424.5387082933448
