Timestep;total_gen;total_demand;total_cons;PV_cons;tot_SOC;tot_charging;tot_discharging
1.0;12.731179447726682;-11.925;-0.8060299729991003;0.0;0.0;1.1204770102805422e-5;0.0
2.0;12.322746378403698;-11.547;-0.7755986536047812;0.0;1.008429309252488e-5;9.554605404317705e-6;0.0
3.0;12.04735689298781;-11.302;-0.7452147846165915;0.0;1.868242952710156e-5;7.97133906818963e-6;5.843265378673331e-6
4.0;11.982178797599492;-11.26;-0.7204172188714836;0.0;1.8083795911447957e-5;7.972463368334545e-6;6.171486634373737e-6
5.0;12.050754843441617;-11.355;-0.6956796749291853;0.0;1.8728929233667736e-5;7.775751792593137e-6;6.581526653409409e-6
6.0;12.53576428682452;-11.845;-0.6906887147989013;0.0;1.8943823573567543e-5;7.75695576989711e-6;6.674195685177219e-6
7.0;13.665211594678857;-12.951;-0.7141369846242599;0.0;1.9038814412753825e-5;7.795835227587473e-6;6.602306939042104e-6
8.0;15.412027522051487;-14.665;-0.7470436988197643;5.625739373815984e-7;1.924866364937209e-5;7.453713074717979e-6;6.817162717930834e-6
9.0;16.851463902299166;-16.079;-0.772479681097652;2.097504314711516e-5;1.8911853320274452e-5;7.518016944310494e-6;6.755288473602782e-6
10.0;17.060248337684502;-16.317;-0.7432645608727364;7.649535771044326e-5;1.8701699315207477e-5;7.489777222536288e-6;6.722147418498789e-6
11.0;16.63554670746625;-15.94;-0.6955636343291787;0.00016912642135878512;1.8502973970504203e-5;7.416688630365353e-6;6.756821990556046e-6
12.0;15.91638266169939;-15.256;-0.6603059567344687;0.0002961821439508558;1.8199961463095737e-5;7.740327190211458e-6;6.501996016925892e-6
13.0;15.317498843097411;-14.688;-0.6294211621588026;0.0004140020295526572;1.8471393931499677e-5;7.651092183733877e-6;6.542268190484939e-6
14.0;15.118068489816814;-14.491;-0.6269907619433406;0.00044305568866005783;1.8617740891316893e-5;7.639454126882716e-6;6.590074552209683e-6
15.0;15.241430730023264;-14.592;-0.6493536686656098;0.0003433024636261756;1.870048078557793e-5;7.676415663493079e-6;6.5708756705038255e-6
