CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
1307.4328160246719,2883.823668850638,4126.94120459677,0.0002085638123006106,725.9398112515514,425.9428397614147
