VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
22486.843203112727,14395.056295683993,28720.820582210865,430.98562171489317,15262.709032116263,38266.8101823037
