iteration;primal_EOM;dual_EOM;rho_EOM;primal_cfd;dual_cfd;rho_cfd;zeta_cfd;imbalance_cfd
1;551.0291933715723;0.0;0.11000000000000001;34.999999999433044;0.0;1.1;-0.34999999999433046;34.999999999433044
2;367.74910531454776;7.928453445499913;0.12100000000000002;35.00000000072575;1.1067971810818815;1.2100000000000002;-0.7350000000023138;35.00000000072575
3;270.62100348687386;5.963470685259535;0.13310000000000002;34.99999999998322;1.2174768991642457;1.3310000000000004;-1.1585000000021108;34.99999999998322
4;204.76292562778445;5.018040715451663;0.14641000000000004;34.999999999604036;1.3392245890661556;1.4641000000000006;-1.6243499999968407;34.999999999604036
5;156.2243893490527;4.41442525186633;0.16105100000000006;35.00000000003714;1.4731470479910072;1.6105100000000008;-2.136784999997385;35.00000000003714
6;120.31680918792898;3.825587862894302;0.17715610000000007;35.00000000079383;1.6204617528251384;1.771561000000001;-2.7004635000101698;35.00000000079383
7;96.74469175561643;3.1719417532537983;0.1948717100000001;34.99999999875049;1.7825079280035818;1.9487171000000014;-3.320509849988034;34.99999999875049
8;82.27046909959753;2.62536745298592;0.2143588810000001;34.999999998706194;1.960758720801457;2.1435888100000016;-4.002560834962822;34.999999998706194
9;74.02542472179796;2.1571515792447813;0.23579476910000013;34.9999999921917;2.1568345924801697;2.357947691000002;-4.752816918295445;34.9999999921917
10;69.45391233473329;1.7768439940116652;0.25937424601000014;34.999999985611026;2.372518051282097;2.5937424601000023;-5.578098609806162;34.999999985611026
11;66.65911516164866;1.510196363564746;0.28531167061100016;35.00000000052358;2.6097698575222688;2.853116706110003;-6.485908470854743;35.00000000052358
12;64.58357221867351;1.3307087922727396;0.3138428376721002;34.99999999954522;2.870746843194243;3.1384283767210035;-7.484499317980268;34.99999999954522
13;62.65715659687676;1.2465221686987833;0.3452271214393102;34.99999999992525;3.1578215275479495;3.4522712143931042;-8.582949249830273;34.99999999992525
14;60.604466738651;1.2488825617588968;0.37974983358324127;34.9999997673761;3.4736036572232973;3.797498335832415;-9.791244166837052;34.9999997673761
15;58.30247521355369;1.3250335872185361;0.41772481694156544;9.894576692028762;23.447333120087286;3.4522712143931042;-10.166990552054505;9.894576692028762
16;55.72993797692608;1.4521989831055073;0.45949729863572203;11.276147698020738;17.440655371283054;3.4522712143931042;-10.556273753125726;11.276147698020738
17;52.90719761212805;1.6204065916974062;0.5054470284992942;14.999999985138869;5.196799838224393;3.797498335832415;-11.074114434771646;14.999999985138869
18;49.86944934318703;1.812032804252153;0.5559917313492238;14.72056659961443;1.8963231500781443;4.177248169415656;-11.633127706417106;14.72056659961443
19;46.66787342950627;2.0191331557907843;0.6115909044841462;13.92172430571382;3.58005263158272;4.594972986357222;-12.214672680128631;13.92172430571382
20;43.3631568688161;2.23272716102254;0.6727499949325609;12.741422055731759;5.413437561858281;5.054470284992944;-12.800137581667267;12.741422055731759
21;40.00873567590312;2.4445616178110767;0.740024994425817;8.6895275550505;6.920501779407136;5.054470284992944;-13.239347169843569;8.6895275550505
22;36.655402472376885;2.650756852884454;0.8140274938683988;2.694851683288525;6.7556789394356915;4.594972986357222;-13.37555764740002;2.694851683288525
23;33.34871927378017;2.8473887781773697;0.8954302432552388;3.893841424953297;7.943347545602619;4.177248169415656;-13.196636685791828;-3.893841424953297
24;30.1294659535792;3.0295780113113655;0.9849732675807628;13.35673802513616;10.802679600010434;4.177248169415656;-12.638692591143183;-13.35673802513616
25;27.033235611571882;3.194657971321092;1.0834705943388392;20.650301553165416;8.63678693577457;4.594972986357222;-11.776078247534768;-20.650301553165416
26;24.088829852166587;3.339981823686894;1.1918176537727232;22.73563032125164;4.999767944019444;5.054470284992944;-10.731382175995213;-22.73563032125164
27;21.319230227618583;3.463370870043842;1.3109994191499956;23.537927742381683;4.968385401189403;5.559917313492239;-9.54166461255342;-23.537927742381683
28;18.743165865445494;3.563015055508403;1.4420993610649953;20.8892188996074;5.730205083528862;6.115909044841463;-8.380241314300855;-20.8892188996074
29;16.37319655803267;3.6376201778916717;1.586309297171495;19.45205706758783;4.407089613021002;6.72749994932561;-7.190571196696528;-19.45205706758783
30;14.216881063167202;3.6864285522030307;1.7449402268886445;18.512517629858394;4.100506833665886;7.400249944258172;-5.94514158252891;-18.512517629858394
31;12.277574635919361;3.7092155508174995;1.919434249577509;17.721267486140057;4.200237498216273;8.140274938683989;-4.633723495263989;-17.721267486140057
32;10.556565757667483;3.706125460042743;2.11137767453526;16.91891407377911;4.4656442950498265;8.954302432552389;-3.2564773730186696;-16.91891407377911
33;9.052106491553348;3.677750921759638;2.3225154419887866;16.04368694472039;4.816461224144421;9.849732675807628;-1.8198771226564818;-16.04368694472039
34;7.7603299482639505;3.6251108115286437;2.5547669861876656;15.082047291505432;5.216317335276598;10.834705943388391;-0.33433578240431183;-15.082047291505432
35;6.674573488454506;3.549519711226818;2.5547669861876656;14.043808405081485;5.638137830850035;11.91817653772723;1.1872695615391302;-14.043808405081485
36;5.776217374741255;3.3494777174916415;2.5547669861876656;12.948812306275267;6.05923343963587;13.109994191499954;2.7305318717399656;-12.948812306275267
37;5.080958394971341;3.139288284998011;2.5547669861876656;11.792678228276325;6.536567644780727;13.109994191499954;4.276551302489271;-11.792678228276325
38;4.612614350801407;2.922195302418787;2.5547669861876656;11.069122677327933;5.13828136134458;14.420993610649951;5.727712642536968;-11.069122677327933
39;4.375802165255058;2.701140235475179;2.5547669861876656;10.057263720667187;6.219105965509241;14.420993610649951;7.178070001100599;-10.057263720667187
40;4.343861142407146;2.478974929686002;2.5547669861876656;9.31218511299696;5.142878606764291;14.420993610649951;8.520979621257787;-9.31218511299696
41;4.46431081331691;2.258439209624836;2.5547669861876656;8.664497188488037;4.650500773788419;14.420993610649951;9.770486207204591;-8.664497188488037
42;4.677263726680019;2.04223752162047;2.8102436848064323;8.032079033646804;4.405203327841822;14.420993610649951;10.928791811449152;-8.032079033646804
43;4.855760998613346;1.8060141526552005;3.0912680532870755;7.378632966566844;4.270523563528664;14.420993610649951;11.992864000111068;-7.378632966566844
44;4.972485610814333;1.5829133509948285;3.4003948586157833;6.679651574684456;4.222462697216272;14.420993610649951;12.956136126909993;-6.679651574684456
45;5.015358076114214;1.3895638775905874;3.740434344477362;5.926042603462774;4.2245333546380905;14.420993610649951;13.810730352119753;-5.926042603462774
46;4.98435764347738;1.2477512619606677;4.114477778925099;5.117234782324383;4.2550095902658445;14.420993610649951;14.548686453120709;-5.117234782324383
47;4.885815074995564;1.1801265476222502;4.525925556817609;4.257354450802344;4.300233239879116;14.420993610649951;15.162639266453636;-4.257354450802344
48;4.728675962864879;1.2006725609785815;4.97851811249937;3.353613553047107;4.349539357140462;14.420993610649951;15.64626366266445;-3.353613553047107
49;4.523171063795371;1.3025311524044498;5.476369923749307;2.4148281850576456;4.396656379687603;14.420993610649951;15.994505880939787;-2.4148281850576456
50;4.279589190250996;1.463148108087633;6.024006916124239;1.5909179896448549;4.222155902108437;13.109994191499956;16.223932062577152;-1.5909179896448549
51;4.007831952357798;1.6590726708722647;6.626407607736663;0.7279309951733215;4.390378226889285;11.918176537727232;16.319363773762504;-0.7279309951733215
52;3.7169087704870205;1.8711795323352558;6.626407607736663;0.29556205666549595;4.725416523502998;10.834705943388393;16.284138166070573;0.29556205666549595
53;3.439101149865094;1.9074177654317164;6.626407607736663;1.5068443124236444;5.104483036305077;9.84973267580763;16.1208760157948;1.5068443124236444
54;3.160948151349403;1.9298566739672456;6.626407607736663;2.8789943824470994;5.297558170718298;9.84973267580763;15.837302765372241;2.8789943824470994
55;2.8836628553817394;1.9368672916926966;6.626407607736663;4.150502980585714;4.990880471713546;9.84973267580763;15.428489317083121;4.150502980585714
56;2.6100050658383824;1.9288359339886896;6.626407607736663;4.9999976867089195;3.5364151681087406;9.84973267580763;14.936002911145728;4.9999976867089195
57;2.3426855108852185;1.906768857706622;6.626407607736663;4.999999924799569;1.4157995060094875;10.834705943388393;14.443516284762389;4.999999924799569
58;2.0844142572988384;1.8719319174296778;6.626407607736663;4.999999950342652;1.557379464499793;11.918176537727232;13.901780992973197;4.999999950342652
59;1.8378826676445736;1.8253528649559307;6.626407607736663;4.999999915709118;1.713117399083569;13.109994191499956;13.305872176132771;4.999999915709118
60;1.6058594357071123;1.768601735356758;6.626407607736663;4.9999994372955125;1.884428958694945;14.420993610649953;12.650372540328298;4.9999994372955125
61;1.391318303907913;1.7031191425534355;6.626407607736663;4.999999926027435;2.072872057179638;15.86309297171495;11.92932287046338;4.999999926027435
62;1.1976580882137402;1.6301589535634606;6.626407607736663;4.999999674934855;2.280159148381814;17.44940226888645;11.136168273443019;4.999999674934855
63;1.0288515254899098;1.5512485041725637;6.626407607736663;4.999999701912561;2.508175076750511;17.44940226888645;10.263698212013173;4.999999701912561
64;0.8896858435584223;1.467655435117824;6.626407607736663;4.999999826558294;2.508175139277747;17.44940226888645;9.391228128833392;4.999999826558294
65;0.7850429151776642;1.3805630611337292;6.626407607736663;4.999997669239793;2.508174057293666;17.44940226888645;8.518758422092795;4.999997669239793
66;0.7185171870333223;1.291499307056064;6.626407607736663;4.999998448964686;2.508174448288606;17.44940226888645;7.646288579294863;4.999998448964686
67;0.6897034729400204;1.201581348246752;6.626407607736663;4.999995664896294;2.5081730518943717;17.44940226888645;6.773819222300225;4.999995664896294
68;0.6928270282073371;1.1120395331660082;6.626407607736663;4.938149587201922;2.50054575474268;17.44940226888645;5.912141636190006;4.938149587201922
