iteration;primal_EOM;dual_EOM;rho_EOM
1;550.9946556094114;0.0;0.11000000000000001
2;368.3600378037502;7.900022521792745;0.12100000000000002
3;271.71204322954804;5.934881457331052;0.13310000000000002
4;206.66422477135072;4.987014284135562;0.14641000000000004
5;158.3770667694703;4.389804496449903;0.16105100000000006
6;122.25036042040334;3.8466443946336533;0.17715610000000007
7;98.29394488869353;3.1835565503844423;0.1948717100000001
8;83.73431563472036;2.615920254662745;0.2143588810000001
9;75.23807140820851;2.15432835030489;0.23579476910000013
10;70.37601466144302;1.7924429020756345;0.25937424601000014
11;67.41403645363127;1.5241441909351507;0.28531167061100016
12;65.26791425563565;1.3442923305443026;0.3138428376721002
13;63.314207769333365;1.253813451286172;0.3452271214393102
14;61.272164613289306;1.2581042269166378;0.37974983358324127
15;58.98938144996117;1.3483069781442307;0.41772481694156544
16;56.36463496779646;1.5034890671539376;0.45949729863572203
17;53.37420760345619;1.7030770275483469;0.5054470284992942
18;50.050443258942835;1.9259729519406061;0.5559917313492238
19;46.648048855012654;2.0862543476262014;0.6115909044841462
20;43.25630856123544;2.233351400202726;0.6727499949325609
21;39.89749139559085;2.3908514899188913;0.740024994425817
22;36.595256843393784;2.554353117073357;0.8140274938683988
23;33.37489527589889;2.7164109757555157;0.8954302432552388
24;30.260644653666073;2.8738736014756063;0.9849732675807628
25;27.275915987581214;3.0225936762332926;1.0834705943388392
26;24.439762962085048;3.1599448312116207;1.1918176537727232
27;21.771215316567933;3.2828065521049896;1.3109994191499956
28;19.283711269985606;3.3861920613684013;1.4420993610649953
29;16.98574800565208;3.4700887223845913;1.586309297171495
30;14.88256753536323;3.532803656277471;1.7449402268886445
31;12.968972010878673;3.571817629739135;1.919434249577509
32;11.248750808089417;3.587088408248761;2.11137767453526
33;9.719889297504393;3.577740648629856;2.3225154419887866
34;8.383611034883547;3.545597684792007;2.5547669861876656
35;7.229036951068498;3.4910812290308586;2.8102436848064323
36;6.247645732532126;3.416195073071799;2.8102436848064323
37;5.422521980440719;3.2131732633520453;2.8102436848064323
38;4.754888338611837;3.003295995263921;2.8102436848064323
39;4.25757970990565;2.7886317342174585;2.8102436848064323
40;3.935270145112981;2.5729387949886844;2.8102436848064323
41;3.7753219660769175;2.358773519188985;2.8102436848064323
42;3.7485334403905677;2.149128271434352;2.8102436848064323
43;3.8145460588274513;1.9461515197963313;2.8102436848064323
44;3.9326425281716153;1.753330185483437;3.0912680532870755
45;4.009852555521581;1.5586184491759398;3.4003948586157833
46;4.041980193251543;1.3933470311894363;3.740434344477362
47;4.009321409408592;1.2715948603438356;4.114477778925099
48;3.932072217191147;1.2112574510268177;4.525925556817609
49;3.8051084297454087;1.2199427549248711;4.97851811249937
50;3.6424797335629524;1.2917789925253405;5.476369923749307
51;3.4512754830279047;1.4104135514032325;6.024006916124239
52;3.240819550582192;1.556626209158926;6.626407607736663
53;3.014837485095818;1.7103805964481174;6.626407607736663
54;2.8088703262375154;1.7419716346541525;6.626407607736663
55;2.6142280871414103;1.7504539336106986;6.626407607736663
56;2.4304421838668118;1.7537941692645656;6.626407607736663
57;2.260646776332645;1.7423850764951183;6.626407607736663
58;2.104975468254863;1.7164517880754755;6.626407607736663
59;1.9641696092832717;1.6670610891341775;6.626407607736663
60;1.8397539347525733;1.6021678134049517;6.626407607736663
61;1.73486711634826;1.524245011648402;6.626407607736663
62;1.6486182986066096;1.435005055018041;6.626407607736663
63;1.579632956495152;1.3386654340215338;6.626407607736663
64;1.5248722866039923;1.238242151926563;6.626407607736663
65;1.4816079167246086;1.1358491226453817;6.626407607736663
66;1.446005155398522;1.034755989948836;6.626407607736663
67;1.415318623607487;0.9368498321992994;6.626407607736663
68;1.3848321848566008;0.869962070470527;6.626407607736663
69;1.3539833053827333;0.7861978066118283;6.626407607736663
70;1.3212162086644095;0.7118606695843249;6.626407607736663
71;1.2852130552978667;0.6485651612403255;6.626407607736663
