iteration;primal_EOM;dual_EOM;rho_EOM;primal_cfd;dual_cfd;rho_cfd;zeta_cfd;imbalance_cfd
1;550.4343001562916;0.0;0.011000000000000001;35.00000006160185;0.0;0.011000000000000001;-0.0035000000061601853;35.00000006160185
2;441.1456823428821;0.6468856243694364;0.012100000000000001;35.00000168131217;0.011067972342280446;0.012100000000000001;-0.007350000191104525;35.00000168131217
3;389.35365487993084;0.47784246080399667;0.013310000000000002;35.000000715465454;0.012174769240530221;0.013310000000000002;-0.011585000277675846;35.000000715465454
4;358.20996223515266;0.3712005715743801;0.014641000000000003;35.000000068996634;0.013392245917215394;0.014641000000000003;-0.016243500286859298;35.000000068996634
5;335.9654371561274;0.3143374358412142;0.016105100000000004;35.00000003908692;0.014731470496346068;0.016105100000000004;-0.021367850292582015;35.00000003908692
6;314.45737454183;0.33847279394878793;0.017715610000000007;35.000000094837624;0.016204617571792597;0.017715610000000007;-0.027004635307855712;35.000000094837624
7;292.27531536828275;0.3822075816590265;0.019487171000000008;35.00000000605226;0.01782507928375467;0.019487171000000008;-0.03320509880892791;35.00000000605226
8;271.58674577955566;0.4045587855382198;0.021435888100000012;35.00000006149867;0.019607587243192063;0.021435888100000012;-0.04002560867091227;35.00000006149867
9;254.74971775952872;0.398986303395847;0.023579476910000015;35.00000001565534;0.021568345939260797;0.023579476910000015;-0.04752816950926813;35.00000001565534
10;241.7179799493744;0.38718535744924915;0.025937424601000018;35.00000008536122;0.02372518058043788;0.025937424601000018;-0.055780986447895864;35.00000008536122
11;231.7831846658708;0.3720866696429642;0.02853116706110002;35.00000014259023;0.026097698681154788;0.02853116706110002;-0.0648590850952301;35.00000014259023
12;224.06736277252088;0.35231101641948714;0.031384283767210024;35.000000078798365;0.028707468496947018;0.031384283767210024;-0.0748449935890972;35.000000078798365
13;217.73875684238536;0.32816798151028936;0.03452271214393103;35.00000002944648;0.03157821530211458;0.03452271214393103;-0.08582949291686227;35.00000002944648
14;211.6648455162496;0.3247914467526983;0.03797498335832414;35.00000002273257;0.03473603682566275;0.03797498335832414;-0.09791244217508603;35.00000002273257
15;205.0458483378269;0.3481930501458932;0.04177248169415655;35.00000000214816;0.03820964048575694;0.04177248169415655;-0.11120368635131525;35.00000000214816
16;197.479469945796;0.40021419691781146;0.04594972986357221;35.000000002740045;0.042030604535043585;0.04594972986357221;-0.12582405494541463;35.000000002740045
17;188.91126021941963;0.4664264880237918;0.050544702849929436;35.00000000199379;0.04623366498756199;0.050544702849929436;-0.14190646039858104;35.00000000199379
18;179.38271889077328;0.544197236824853;0.05559917313492239;34.99999999962317;0.0508570314828738;0.05559917313492239;-0.15959710639586588;34.99999999962317
19;169.0851841920277;0.6248338044310193;0.06115909044841463;34.999999998949356;0.05594273463008401;0.06115909044841463;-0.17905681699250456;34.999999998949356
20;158.2894906148629;0.7037809205807625;0.0672749994932561;34.999999999705125;0.06153700809442121;0.0672749994932561;-0.20046249864926935;34.999999999705125
21;147.362950322668;0.7755888020722206;0.07400249944258172;35.000000001046736;0.067690708906458;0.07400249944258172;-0.22400874847261318;35.000000001046736
22;136.63690785040956;0.8386035065858032;0.0814027493868399;34.99999999915537;0.07445977979308027;0.0814027493868399;-0.24990962327689173;34.99999999915537
23;126.39574190161049;0.8922818035378515;0.0895430243255239;34.99999999790172;0.0819057577694543;0.0895430243255239;-0.2784005855605776;34.99999999790172
24;116.83107745666574;0.9385058348128483;0.09849732675807629;35.000000000643986;0.09009633355345886;0.09849732675807629;-0.3097406440750876;35.000000000643986
25;108.16589043455978;0.9684887752661938;0.10834705943388392;35.0000000232526;0.09910596697282323;0.10834705943388392;-0.34421470846331753;35.0000000232526
26;100.4422004693764;0.9952941436316529;0.11918176537727232;35.00000000768368;0.10901656362161241;0.11918176537727232;-0.38213617927350196;35.00000000768368
27;93.61734554387641;1.0208868613143756;0.13109994191499957;35.00000000022844;0.11991821995823002;0.13109994191499957;-0.42384979715581955;35.00000000022844
28;87.78992391381732;1.0285810397242885;0.14420993610649954;34.999999978221766;0.13191004187111288;0.14420993610649954;-0.4697347767975181;34.999999978221766
29;82.82999272662751;1.042337232473804;0.1586309297171495;34.99999996898043;0.1451010460199126;0.1586309297171495;-0.5202082543900597;34.99999996898043
30;78.69808311820488;1.0434135483674472;0.17449402268886446;34.99999997694976;0.1596111506582461;0.17449402268886446;-0.5757290797544972;34.99999997694976
31;75.26877820939953;1.041874487980987;0.19194342495775094;34.999999986137645;0.17557226577015997;0.19194342495775094;-0.6368019876714107;34.999999986137645
32;72.37124741393343;1.0457611033824177;0.21113776745352605;34.9999999907283;0.19312949237250762;0.21113776745352605;-0.7039821863888271;34.9999999907283
33;69.84206362239932;1.0493325094791148;0.23225154419887867;34.999999995217294;0.21244244163700557;0.23225154419887867;-0.7778804049874631;34.999999995217294
34;67.5053340696804;1.0634738596010318;0.25547669861876654;34.999999990902744;0.2336866857718995;0.25547669861876654;-0.8591684454359422;34.999999990902744
35;65.23480919422892;1.0894176645775773;0.2810243684806432;34.99999999305786;0.2570553543649165;0.2810243684806432;-0.9485852899347749;34.99999999305786
36;62.930955371103295;1.1325823118216813;0.30912680532870757;35.00000000243416;0.282760889877158;0.30912680532870757;-1.0469438189098406;35.00000000243416
37;60.51927992368719;1.199757262765749;0.34003948586157834;2.4948937878138358;2.823757404685891;0.30912680532870757;-1.0546562043724539;2.4948937878138358
38;57.95287018152594;1.288354147001106;0.3740434344477362;14.999999973001547;1.503087648952733;0.34003948586157834;-1.1010252250883006;14.999999973001547
39;55.22054467759659;1.4001471188806534;0.41144777789250986;15.000000012009611;0.1466317187149286;0.3740434344477362;-1.1520311480083747;15.000000012009611
40;52.3413607504173;1.5313420842005376;0.4525925556817609;14.999999919488944;0.1612948895915484;0.41144777789250986;-1.2081376628743887;14.999999919488944
41;49.33638202855884;1.6774287584932688;0.497851811249937;14.999999982730648;0.17742437929874455;0.4525925556817609;-1.269854829487211;14.999999982730648
42;46.23177326167908;1.836092484455868;0.5476369923749307;10.743714884299253;2.63845589696052;0.497851811249937;-1.2212295757171991;-10.743714884299253
43;43.069063108547155;2.000543943440586;0.6024006916124238;40.37376824056036;4.425455993159344;0.5476369923749307;-1.0202280392617176;-40.37376824056036
44;39.88878379406681;2.1672563275742895;0.6626407607736663;101.37439636020041;13.036230205854865;0.6024006916124238;-0.4650643439964748;-101.37439636020041
45;36.725752723379514;2.3322992771743123;0.728904836851033;189.2121526160598;20.7536307001352;0.6626407607736663;0.6747509719774243;-189.2121526160598
46;33.616155564143845;2.492303582281009;0.8017953205361363;183.98387545438982;4.697501476781632;0.728904836851033;1.8939031239892676;-183.98387545438982
47;30.58822710924445;2.644453109953986;0.8819748525897501;156.6981808049997;8.37350179888038;0.8017953205361363;3.036083743134488;-156.6981808049997
48;27.671640818043354;2.7860899971342303;0.9701723378487251;139.694633631903;6.184532360540705;0.8819748525897501;4.156148778635186;-139.694633631903
49;24.89147732842971;2.9145736307546826;1.0671895716335977;128.08286081068067;5.1263169534016155;0.9701723378487251;5.285807401462922;-128.08286081068067
50;22.265228576437973;3.02798345675714;1.1739085287969575;118.94318907995157;4.774802880131999;1.0671895716335977;6.439761319671717;-118.94318907995157
51;19.807622628113094;3.1247826775980183;1.2912993816766534;110.63835704223641;4.827418428866912;1.1739085287969575;7.62048232825321;-110.63835704223641
52;17.530792708754326;3.2035310910066386;1.4204293198443187;102.34304788086258;5.1139993090306985;1.2912993816766534;8.82189609595741;-102.34304788086258
53;15.442277445143255;3.263127365509166;1.5624722518287508;93.72769691014366;5.538134992298401;1.4204293198443187;10.032201266617863;-93.72769691014366
54;13.545316819235165;3.3030044476190774;1.718719477011626;84.74810390481068;6.031508198503747;1.5624722518287508;11.235988182493921;-84.74810390481068
55;11.841452277606065;3.3228690672907057;1.8905914247127888;75.51213754918268;6.537770475021024;1.718719477011626;12.41584437846266;-75.51213754918268
56;10.32839026759039;3.3228216189194453;2.0796505671840677;66.19522561170295;7.011460450621996;1.8905914247127888;13.553554613902786;-66.19522561170295
57;9.001207717955282;3.3033426750994845;2.2876156239024747;56.98977141541768;7.418064599427213;2.0796505671840677;14.630998345246093;-56.98977141541768
58;7.8520567390938885;3.265222395878175;2.5163771862927224;48.07579311752015;7.7336726178144835;2.2876156239024747;15.63080684949284;-48.07579311752015
59;6.870676181316416;3.20960701716963;2.768014904921995;39.60738750317523;7.942200721322425;2.5163771862927224;16.536871634235073;-39.60738750317523
60;6.04479546621329;3.1379487429339985;2.768014904921995;31.70750151033843;8.033555549408645;2.768014904921995;17.33475196858465;-31.70750151033843
61;5.3736326320643535;2.9594755892125106;2.768014904921995;24.46621744367233;8.003410796578295;3.0448163954141947;18.011980514096127;-24.46621744367233
