Generator;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
WindOffshore;2.8639628624205216e-7;5.411363019902637e-7;1.1414708467327728e-6;2.6406927311484196e-6;2.7403222588873177e-6;1.7449222333709713e-7;4.7418780013686046e-7;9.640034704716527e-6;3.49640831132092e-6
GasTurbine;5.78370986659138e-8;3.8481429598391514e-7;1.0124394975719042e-6;2.339117600058671e-6;2.074539224850014e-6;1.9434878595347982e-8;1.85613430403464e-7;8.97681583467147e-6;3.3082384334193193e-6
Baseload;2.652262764968327e-7;0.0008774881600857043;1.1415825156291248e-6;2.5966942303057294e-6;2.137444539584976e-6;1.7452805423090467e-7;3.425681711632933e-7;5.36357356395456e-6;3.4963952657562913e-6
Peak;2.752380243720154e-7;5.39724027248667e-7;1.1240898558639856e-6;2.6336504390656046e-6;2.723665367909689e-6;1.5655058405172895e-7;4.6874328774038077e-7;9.707445023821037e-6;3.483241752810784e-6
WindOnshore;2.96904715924029e-7;5.565449328059913e-7;1.1435171387574883e-6;2.6464494773392744e-6;2.7800711634995423e-6;1.755370915290655e-7;4.882538178208051e-7;9.70798021171504e-6;3.497745467484492e-6
SolarPanels;2.882219421766405e-7;0.0008738144701108521;1.141551676563286e-6;2.6417620249147983e-6;2.7473233364175287e-6;1.747983391113192e-7;4.7578335629020613e-7;9.72694414321483e-6;3.496685236140584e-6
