CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
1049.3469421130148,2685.5346642127543,3843.1673819501343,-0.003037950283927127,585.7866685796253,349.31918218254015
