agent;weigthed_obj
TypeB;-1269.7378016760788
TypeC;-50.39913459636631
WindOffshore;-1112.8925429501978
GasTurbine;-2495.6660096386913
TypeA;-1269.8262703026599
Baseload;-3715.638720853254
Peak;-0.30155051539622946
WindOnshore;-617.5084486615888
TypeD;-50.35971364518838
SolarPanels;-375.960052974835
