x1;x2;x3;x4;x5;x6;x7;x8
-0.085406456538423;-0.07564705960917392;-0.06918515700554685;-0.07635168924939505;-0.07187166811432945;-0.07468946876772313;-0.07974857977575575;-0.08591522784102427
-0.08210455474387358;-0.07449412298236588;-0.06825032701257211;-0.07476032580650852;-0.07067163281698777;-0.07378627616369146;-0.076465718535901;-0.08249392852878693
-0.08065951180642998;-0.0758603736708977;-0.06921321746800974;-0.0760123036092981;-0.07153705191379191;-0.0760769266272204;-0.07615024393197588;-0.08068572367033515
-0.08166209832723323;-0.08060839297868197;-0.07279528047374914;-0.08095849816975702;-0.07545202952741856;-0.08144099783638105;-0.07826673966707152;-0.08176409125838258
-0.08724245022428723;-0.09155229441777468;-0.07792848027363154;-0.08989170761004253;-0.08208959172683335;-0.0923833959772056;-0.08334398366137893;-0.08731208484760544
-0.09973963187504381;-0.10458412292189105;-0.08387757826214169;-0.10275035580519097;-0.0902492572051546;-0.1117314403760828;-0.09469164931607295;-0.09963105503576383
-0.12192764135798902;-0.12275023447740602;-0.08981044991760974;-0.11583593832114455;-0.09074301574437904;-0.12800910606110588;-0.11052381643142226;-0.12071902568772958
-0.13964462505429942;-0.12795289528132545;-0.09120348203289702;-0.12125952884052596;-0.09380435414490246;-0.13219301293366664;-0.13205322175262174;-0.14464606997383794
-0.14769542510969325;-0.12053260925340802;-0.08882817545818095;-0.1162553120803381;-0.09326260656949953;-0.1238449615959976;-0.13670182558996374;-0.14723482880386143
-0.14040108973886475;-0.10891559128934843;-0.08350787418395608;-0.10767749452521352;-0.09049116063168466;-0.10941885905624027;-0.12939478714159158;-0.14184816856299265
-0.129868205618658;-0.10299062889228637;-0.07856053191391991;-0.10149998365603675;-0.08894459226920017;-0.09884743729657879;-0.11754877715463961;-0.13103990945199454
-0.12152736322400828;-0.10019222807488265;-0.07662296912344155;-0.09798426433494573;-0.09014353818575785;-0.09432614892771156;-0.11080484503546961;-0.12336698608711989
-0.11685631466563885;-0.10265754617496661;-0.07619344548648155;-0.10360561017445136;-0.09278762620998442;-0.09552786945083232;-0.10869451802742583;-0.11945460997575597
-0.1189648054555801;-0.10739769553054697;-0.0806228116460639;-0.10540746804115099;-0.10157574583588234;-0.10643372257058631;-0.1192790015493651;-0.1202209415993097
-0.12497527512096898;-0.11594109014808;-0.08936341464121444;-0.1139807097653515;-0.10767850787840645;-0.11144519176387634;-0.1271493971650192;-0.12457232538737345
-0.13692476442668058;-0.13066319307033886;-0.10374615006312349;-0.12833562620400327;-0.11856137671631371;-0.1268459387385998;-0.13233487660645;-0.13370945431594553
-0.15580473572825013;-0.1502687822745251;-0.12396536964304646;-0.13951767520946165;-0.13266831906896837;-0.14934146899285117;-0.1502600991826527;-0.15177234897031067
-0.18365166333606328;-0.16252662941379573;-0.14188301822787094;-0.15286831738433826;-0.15786770256153193;-0.16453703005689618;-0.17534824795845166;-0.17565022495762572
-0.1965271074952399;-0.16975694130216276;-0.1529416455202297;-0.16424406712292672;-0.16986643674703755;-0.18314618840667277;-0.1879659581600532;-0.18629028967748906
-0.20281672691429867;-0.17246995864825584;-0.15836896936915454;-0.1668490588337469;-0.1746648121185967;-0.1830833569426559;-0.19526232809628263;-0.19103094258420097
-0.19633179171530626;-0.16459771769889633;-0.15443705121576776;-0.16004054418006455;-0.1620578890821123;-0.16801161830636002;-0.1899221431984881;-0.18624728451728303
-0.1801406465037964;-0.14269675369010906;-0.14270594036625092;-0.14767641778325982;-0.14334091969275353;-0.1444068873137942;-0.17204904601587442;-0.17114660943609467
-0.1630613408590714;-0.12040710287415048;-0.12076347629306655;-0.12704917547319539;-0.12054062155182035;-0.12118278610079625;-0.1471042859145711;-0.15715876307304255
-0.1358822799019003;-0.07411412640898135;-0.07532176797446152;-0.07851599583295918;-0.07556012643040093;-0.0748541177405063;-0.1300788576588295;-0.13387677130055728
