iteration,WindOffshore,GasTurbine,Baseload,Peak,WindOnshore,SolarPanels,TypeC,TypeA,TypeD,TypeB
1,4.999999999945996,4.999999999972405,4.999999999972405,9.999999999960847,4.999999999879694,4.9999999999636096,0.0,0.0,0.0,0.0
2,4.999999999996258,5.00000000000017,4.999999999995415,9.999999999997637,4.999999999983247,4.999999999973197,1.4718649475561967e-9,7.679207871242844e-10,2.4027450321627276e-7,3.55527107354412e-10
3,4.999999999989568,4.999999999987262,4.999999999984085,9.999999999999005,4.999999999988779,4.999999999917075,5.325386999271756e-10,1.4115351734844388e-8,-4.7136489364044974e-11,5.7150164751480806e-8
4,4.999999999948566,4.9999999999944915,4.999999999983365,9.999999999990306,4.999999999981373,4.999999999917342,4.609352828922374e-8,6.337390874092222e-7,9.399243693639101e-8,1.1945656078665855e-6
5,4.999999999918956,4.999999999969597,4.999999999983982,9.99999999999917,4.999999999820842,4.9999999999129345,1.7115697430254956e-6,2.713754327704487e-8,-1.9902738626381612e-5,1.0205485303682201e-8
6,4.999999999968896,4.9999999999460005,4.999999999912703,9.999999999990926,4.999999999780511,4.999999999754488,4.87550809377073e-7,2.1402388903733217e-8,-3.494982699318506e-5,8.060918873878408e-9
7,4.99999999991238,4.999999999905135,4.999999999824236,9.99999999999124,4.999999999970484,4.999999999869929,-1.3094926377902635e-6,1.74639029370694e-7,8.212814164278989e-9,3.351118970168218e-6
8,4.999999999948717,4.999999999980834,4.999999999963229,9.999999999997243,4.999999999906185,4.9999999999090114,4.215958641182411e-6,1.0173930583032727e-8,3.019874576797686e-7,1.7594981447731253e-8
9,4.999999999938867,4.999999999960135,4.999999999915101,9.99999999999473,4.999999999886079,4.999999999534096,6.252567666371978e-6,-7.986293190134192e-9,-5.195423142737387e-7,-1.057969886849616e-6
10,4.999999999914494,4.999999999960088,4.999999999932345,9.999999999973026,4.999999999849839,4.9999999993270245,1.052814471823159e-5,1.0503812416462084e-7,1.6605596977241443e-7,1.3375132022949774e-7
11,4.999999999872907,4.9999999999144205,4.999999999962098,9.999999999993042,4.999999999769831,4.999999998992069,8.502499877554982e-7,4.315813976197536e-8,2.1914560360113612e-7,1.82714322676523e-8
