iteration,WindOffshore,GasTurbine,Baseload,Peak,WindOnshore,SolarPanels,TypeC,TypeA,TypeD,TypeB
1,4.999999999959865,4.999999999887671,4.999999999887671,9.99999999988197,4.999999999886472,4.999999999922568,0.0,0.0,0.0,0.0
2,4.999999999997104,5.000000000000352,4.999999999997712,9.999999999995254,4.999999999996484,4.999999999992447,4.368092810999788e-10,6.262942508562502e-8,5.2902027928239136e-11,2.382870659646545e-8
3,4.999999999962843,4.999999999995864,4.999999999994598,9.999999999997163,4.999999999980406,4.999999999956273,1.2938037529383722e-6,5.814680703068727e-8,8.768373010658016e-7,4.26307407817217e-8
4,4.999999999949373,4.99999999998541,4.999999999974369,9.99999999998949,4.999999999918437,4.999999999814467,1.3088377939259756e-6,4.035080573341978e-7,3.564714449777056e-7,-1.0131867742362491e-7
5,4.999999999892576,4.999999999968343,4.99999999998357,9.999999999982975,4.999999999944278,4.999999999806141,-7.626166251309355e-6,5.637695618756375e-8,-3.40485431302695e-6,-6.185275979119569e-8
6,4.999999999980803,4.9999999999197255,4.999999999904501,9.999999999996856,4.99999999989513,4.999999999811363,2.5167574158798623e-7,6.539988724231832e-8,-2.6628845924197053e-7,-5.108911063427565e-7
7,4.999999999978086,4.999999999885861,4.9999999998647695,9.999999999984157,4.999999999936095,4.9999999996705915,1.1857302062842927e-11,3.931949039422861e-7,-1.0940205363513692e-6,-5.648203729912224e-8
8,4.999999999973536,4.999999999967941,4.999999999874355,9.99999999999187,4.999999999961633,4.999999999841606,7.893800097569179e-7,2.0278832191153023e-6,-5.1507492779598455e-6,-2.061912987902269e-6
9,4.999999999964187,4.999999999954253,4.99999999992755,9.999999999970143,4.999999999962351,4.999999999902126,4.492635111903931e-6,8.468359677099465e-7,7.421728531198075e-7,-3.1383195998337893e-6
10,4.999999999797118,4.999999999896331,4.999999999787716,9.99999999999287,4.999999999949576,4.999999999898023,-3.6913455407348864e-6,8.281137397269876e-7,9.85110973573184e-8,4.6091569852638485e-7
11,4.9999999999522196,4.999999999610165,4.999999999842794,9.999999999936511,4.999999999496399,4.999999998861069,1.5823535581633122e-6,2.3094297258664567e-6,2.1812628798847788e-7,-1.3418741805049957e-8
12,4.999999999669327,4.999999999324038,4.9999999999646585,9.999999999791104,4.999999999395897,4.9999999975415905,6.335687946530845e-7,-5.28572745262684e-8,-2.1588609919483832e-7,-1.9683628631454903e-6
13,4.999999999860654,4.865235112675394,4.99999999956591,7.967530032937443,4.999999999790954,4.9614081556044685,-0.08342509853861396,-0.08101412743974212,-0.08250550886890443,-0.08972877515831564
14,4.999999999835413,4.819548584516204,4.9999999994827915,0.9107107499907956,4.999999999618948,4.965483035231929,-0.2429087295440028,-0.26423334721568337,-0.24267951708014435,-0.25574468404366857
15,4.99999999978893,4.800083996130737,4.9999999953344725,0.05978844780655944,4.999999999560763,4.969185060367914,-0.29344764917736105,-0.31930218674216027,-0.2945889587937753,-0.3003772077972389
16,4.999999999735504,4.781906346916458,4.991535009489754,4.946343641196708e-11,4.910579610880475,4.972339652839312,-0.3149383116124515,-0.33211795607843936,-0.31573157002196706,-0.3197295681677682
17,4.999999999348337,4.488228404244144,4.97447704612415,5.6115981984101296e-12,4.917459066807088,4.482018622823385,-0.3410152678522434,-0.37241351080799656,-0.340993902619745,-0.35320435238502873
