agent_type;agent;Q_cfd;Q_cfd_total;share_cfd;Q_cfd_bar;cfd_penalty;ζ_cfd;cfd_premium
Gen;WindOffshore;1.3048229957062645;2.868338691443353;NaN;1.3037886603555728;3.958577287299647e-6;0.06328152874066606;0.0827940398642583
Gen;GasTurbine;0.0;2.868338691443353;NaN;-4.3162478973945986e-5;6.893331310377843e-9;0.06328152874066606;0.0
Gen;Baseload;0.0;2.868338691443353;NaN;-4.3162478973945986e-5;6.893331310377843e-9;0.06328152874066606;0.0
Gen;Peak;0.0;2.868338691443353;NaN;-4.3162478973945986e-5;6.893331310377843e-9;0.06328152874066606;0.0
Gen;WindOnshore;1.2015781683423212;2.868338691443353;NaN;1.2016046399487226;2.59284593795428e-9;0.06328152874066606;0.07624291654663011
Gen;SolarPanels;0.36193752739476726;2.868338691443353;NaN;0.36247864007102915;1.0834074273269323e-6;0.06328152874066606;0.02296577403226522
Cons;TypeC;-0.6983163652605652;2.868338691443353;0.24348536178841837;-0.6987102397699909;5.740267656761944e-7;0.06328152874066606;-0.04430979004317192
Cons;TypeA;-0.7475854048087284;2.868338691443353;0.2606642373183885;-0.7479999909737276;6.359837270153434e-7;0.06328152874066606;-0.047436024664915685
Cons;TypeD;-0.698281637253021;2.868338691443353;0.24347325300520528;-0.6986736373014321;5.685761439444548e-7;0.06328152874066606;-0.04430758647069467
Cons;TypeB;-0.7218474383900648;2.868338691443353;0.25169005544767137;-0.7223585848932519;9.667344180730453e-7;0.06328152874066606;-0.04580289110986338
