iteration;primal_EOM;dual_EOM;rho_EOM
1;551.0291686155135;0.0;0.11000000000000001
2;371.6089025178978;7.8350435244195005;0.12100000000000002
3;278.63733966968306;5.87008888789836;0.13310000000000002
4;213.74906162809754;5.086711974404038;0.14641000000000004
5;163.44506673687746;4.6009470718657335;0.16105100000000006
6;126.470501272941;3.981290612794969;0.17715610000000007
7;102.83503484989113;3.271310559704706;0.1948717100000001
8;89.1897042133929;2.66016271910808;0.2143588810000001
9;81.66307307772472;2.168788813399246;0.23579476910000013
10;77.4273604999567;1.8000939798706532;0.25937424601000014
11;74.66414660718401;1.5322170319481558;0.28531167061100016
12;72.38627427516842;1.3837833559980401;0.3138428376721002
13;70.10036843596738;1.3330759461794137;0.3452271214393102
14;67.57780253722507;1.3777695542790547;0.37974983358324127
15;64.74065416230545;1.4955598089651254;0.41772481694156544
16;61.61625747771268;1.6547278931268974;0.45949729863572203
17;58.23442747253006;1.8523626463940084;0.5054470284992942
18;54.64859503795608;2.0706471803539372;0.5559917313492238
19;50.91825079742403;2.3002976331127876;0.6115909044841462
20;47.10277960003264;2.532246656827427;0.6727499949325609
21;43.261252574417135;2.7603760545390172;0.740024994425817
22;39.4509183194849;2.9791284178812774;0.8140274938683988
23;35.720665979003186;3.1843399456424777;0.8954302432552388
24;32.11459651651591;3.3719767215984495;0.9849732675807628
25;28.667909960856264;3.5386266794129266;1.0834705943388392
26;25.41067053428186;3.6822034971952187;1.1918176537727232
27;22.366378922917015;3.8005750643612055;1.3109994191499956
28;19.552332797965075;3.891846048462438;1.4420993610649953
29;16.9806488416749;3.9551061633336597;1.586309297171495
30;14.6591295324038;3.989449736840489;1.7449402268886445
31;12.591447322750563;3.994752783995764;1.919434249577509
32;10.777169535694838;3.971433963827636;2.11137767453526
33;9.212174909554767;3.9210075722189024;2.3225154419887866
34;7.890249077999552;3.8446922155148404;2.5547669861876656
35;6.8012635404913615;3.7445650746389076;2.5547669861876656
36;5.927597790296899;3.5234474353521823;2.5547669861876656
37;5.285334431422662;3.2929096369839166;2.5547669861876656
38;4.891793210183169;3.05637547870443;2.5547669861876656
39;4.7370392916407305;2.8170829444090755;2.5547669861876656
40;4.778477775617099;2.5779968729032223;2.5547669861876656
41;4.9544554221743065;2.3421508441815466;2.8102436848064323
42;5.124925833659898;2.090282717608178;3.0912680532870755
43;5.247873402820064;1.8489179427339895;3.4003948586157833
44;5.302010155975828;1.6337532862841464;3.740434344477362
45;5.282227445760862;1.4651197813517316;4.114477778925099
46;5.192245188397355;1.366115779911096;4.525925556817609
47;5.039903675152802;1.353735494561353;4.97851811249937
48;4.834985163620151;1.4292857323330583;5.476369923749307
49;4.587922174073616;1.5753916865925888;6.024006916124239
50;4.308929001316944;1.7678407130407652;6.626407607736663
51;4.007525618752853;1.9852466376915547;7.28904836851033
52;3.692308643713252;2.2116745456975586;7.28904836851033
53;3.3942855228998625;2.239546617400345;7.28904836851033
54;3.0988727259773197;2.251380745226898;7.28904836851033
55;2.8070805983779454;2.2458634472334893;7.28904836851033
56;2.5215249445992076;2.223733534235427;7.28904836851033
57;2.2450130654647866;2.1864869066998853;7.28904836851033
58;1.980335666574949;2.13549727060736;7.28904836851033
59;1.7303687602666329;2.0722061503832108;7.28904836851033
60;1.4980532690519517;1.9982885462425397;7.28904836851033
61;1.2869405019695308;1.915432218280304;7.28904836851033
62;1.1011284488352506;1.8251762094790782;7.28904836851033
63;0.9456075535043131;1.7291477584925412;7.28904836851033
64;0.8259639467590817;1.6287214847445322;7.28904836851033
65;0.7468991637509391;1.525311894015784;6.626407607736663
66;0.718333542717766;1.4093721310378615;6.626407607736663
67;0.7298071102043275;1.3031459515316994;6.626407607736663
68;0.7705396313224587;1.1985444259877047;6.626407607736663
69;0.8267614803556961;1.0971213276201026;6.626407607736663
