CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
962.6443557123492,2139.528031010409,3340.175692062543,0.009082688074555242,544.7520623802653,349.5831585771309
