Generator;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
WindOffshore;1858.9770912048016;1727.3969066617528;1809.2625246210382;1214.0888595465767;1185.2150031073702;1239.7879202556996;898.7917426925173;882.7420366270641;852.6846358197752
GasTurbine;4948.741678391691;4366.1369601410315;5400.840629070222;4014.8784369200607;3530.1491600858035;4830.209458242535;3309.0081662676203;2712.1426033135413;3906.305160529974
Baseload;5323.611459238552;4774.7535483671645;5706.996510750185;4443.441441606423;4004.1718760991066;5184.528834765139;3761.8817879536596;3251.3475479630297;4247.944222861359
Peak;1976.4874222055475;1568.363168828867;2449.967160662713;1586.8613343013603;1310.079153923384;1931.2881444629006;813.7554561611969;599.6672784686061;1087.2611060025902
WindOnshore;1077.7529018309865;1081.869950798199;928.4673117799402;634.7945923593483;675.8654323727333;568.9171704613947;512.7828502317195;545.2131345291257;454.6484220810711
SolarPanels;589.2778254686378;592.2220504170783;571.333941125246;322.20092538411905;358.3171891878421;302.53596172113964;369.6835484969352;389.1477103067956;334.8811208635345
