agent;weigthed_obj
TypeB;-207.2180788913642
TypeC;13.451277458611742
WindOffshore;-1307.4327973389154
GasTurbine;-2883.8236673391075
TypeA;-577.1215307384936
Baseload;-4126.941146995989
Peak;-0.00020706150098703802
WindOnshore;-725.9398096448458
TypeD;13.452030783991205
SolarPanels;-425.94283816416646
