Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;9.832142460419746e-6;1.4565411913247672e-5;1.7425346265920183e-6;1.609494176735282e-5;3.287283457309442e-5;6.400686292096225e-8;1.4407538499350281e-5;1.307573203512824e-5;1.237519400665299e-5
TypeA;8.062132468289462e-7;1.2653249166216796e-6;1.742401067206245e-6;4.799394655030653e-6;1.7843898131975067e-5;1.2517042957682634e-8;1.0734142799062596e-6;6.543664445857189e-7;5.258040266076236e-6
TypeD;7.102307808537489e-7;9.956418502987674e-7;1.7489808701309784e-6;4.241791926151706e-6;1.783923630904738e-5;4.595408809038304e-8;8.117491419046274e-7;6.657513749175337e-7;5.51009110827394e-6
TypeB;2.4655036128251595e-6;1.4597041089192686e-6;1.7116638035830078e-6;4.624765660210528e-6;1.6112279291657927e-5;7.686951031260492e-8;1.802001746709081e-6;1.4818360780655127e-6;8.90268522746318e-6
