Timestep;Price;G_WindOffshore;G_GasTurbine;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeD;G_TypeB;Demand;Total_PV
1.0;0.0400050378394549;3.817740525444168;0.9826054615470486;4.999999877175078;0.0;2.5502966411491594;0.0;-0.09411614400838264;-0.24947016085494747;-0.0937015876102791;-0.24932455398146647;-11.664;0.0
2.0;0.0400047118860142;3.0250022477149527;1.5835430994918496;4.999999877172644;0.0;2.2546644947395853;0.0;-0.09067846734141569;-0.23818316832790473;-0.09027275593051483;-0.23804353877833626;-11.206;0.0
3.0;0.040004549996305094;2.9587988699691827;1.5046254248482214;4.999999877171498;0.0;2.123228006742792;0.0;-0.08957326993816234;-0.22850168636195886;-0.089174716658717;-0.22836894845022473;-10.951;0.0
4.0;0.04000433109764592;3.1697633173025612;1.3158375678271634;4.999999877169158;0.0;1.983990443558536;0.0;-0.09139847070260042;-0.21964324852968803;-0.0909978667675297;-0.21951566204663206;-10.848;0.0
5.0;0.040004214701838375;2.856138761051015;1.7717031889276689;4.999999877166748;0.0;1.9272739930248612;0.0;-0.09771246218221416;-0.21259448130566447;-0.09729882189933899;-0.21247053947594038;-10.935;0.0
6.0;0.04000414534181469;3.6248086026966004;1.3356013514674165;4.999999877163426;0.0;2.0904803457504104;0.0;-0.11061418786685001;-0.2110910535912085;-0.11017343993607383;-0.21096801048110947;-11.408;0.0
7.0;0.04000643385077334;3.8521389942062325;2.1506872210010415;4.999999877176645;0.0;2.24676065351414;0.0;-0.13099126600063396;-0.21957977401440493;-0.1305122881827344;-0.21945274630362432;-12.549;0.0
8.0;0.040006449340122215;4.353108618385914;3.1123473202907306;4.999999877173019;0.0;2.4340352867881836;0.0;-0.15201599585389522;-0.23303114572136766;-0.15149268796834658;-0.23289770186888048;-14.13;0.0
9.0;0.04000650618259778;4.441471379076766;3.9429424815733696;4.9999998771723275;0.0;2.750871981060719;0.0028095160168241833;-0.16023896172594257;-0.2386181362800626;-0.15970143016609545;-0.2384824642027457;-15.341;7.543594916736527e-7
10.0;0.040006447815153924;4.476729451774755;4.036745539984351;4.999999877172708;0.0;3.02890913387692;0.04136783174949768;-0.1534858129759607;-0.23318713557433016;-0.15296553506476876;-0.2330592756569793;-15.811;1.1279671955761871e-5
11.0;0.040006265274443446;4.46968176969786;3.648516461142345;4.99999987717292;0.0;3.253901708704512;0.10901693218216187;-0.14123610011452525;-0.22259576679418694;-0.14074878757474568;-0.2224826198611685;-15.754;3.057460153082886e-5
12.0;0.04000624225956169;4.460869408117372;3.3920678219095453;4.999999877174185;0.0;3.379382480575744;0.1624756171077993;-0.1334720534961871;-0.2156803691933903;-0.13301077545769774;-0.21557906854853146;-15.697;4.76274749012748e-5
13.0;0.04000618841819409;4.395561854883737;3.139092831584919;4.999999877174397;0.0;3.510310796807723;0.19650322402745612;-0.13027756453797365;-0.2116999695213016;-0.12983097757711218;-0.21160729947297052;-15.558;6.110474817076409e-5
14.0;0.04000613408499343;4.38672341977638;2.74900152334655;4.999999877173905;0.0;3.6121844544040838;0.2112667653004684;-0.13040448529904397;-0.20992180020119544;-0.12996212147665157;-0.20983452723180573;-15.279;7.019481461832998e-5
15.0;0.0400060989782608;4.1486538020174555;2.675950603953898;4.999999877172689;0.0;3.6559357960444587;0.2038151410873909;-0.1346185185344945;-0.2118017147979108;-0.13416654653822752;-0.21171443275505583;-14.992;7.198440561649758e-5
16.0;0.04000618494423523;4.157579594439375;2.781484176658758;4.999999877171399;0.0;3.70804012477995;0.16887256640747336;-0.14690573847735902;-0.22234497086515428;-0.14642300595728824;-0.22224778276320353;-15.078;6.22618986800752e-5
17.0;0.04000635747196905;4.407930403274086;2.853416339649329;4.999999877170319;0.0;3.800543969937463;0.11441991866929452;-0.16646198356053182;-0.23898615090291714;-0.16593570502366675;-0.23887135725551742;-15.366;4.28425549194517e-5
18.0;0.04000638764313699;4.4079304032735545;3.715603813582526;4.999999877167349;0.0;3.9462326292661847;0.049168246346424596;-0.1967517962502718;-0.2670465122339048;-0.1961723458457598;-0.26690917520327684;-16.192;1.812795146362955e-5
19.0;0.04000626417315456;4.409696837877456;3.563762771052016;4.999999877165099;0.0;4.0419829495370125;0.0011042188406166136;-0.21568812511015992;-0.28043606954143147;-0.21508062521704882;-0.2802864107602603;-16.025;3.900283226337693e-7
20.0;0.04000623696510873;4.399096354959464;2.9524663746567503;4.999999877164466;0.0;4.068782078470904;0.0;-0.2224149654764929;-0.2851121059053415;-0.2218010769289592;-0.2849611779238404;-15.406;0.0
21.0;0.04000631088983511;4.3902591705790615;2.185887364288713;4.9999998771656555;0.0;4.024156053740962;0.0;-0.21609484333973641;-0.2839084349057631;-0.2154868605287719;-0.2837578576356856;-14.601;0.0
22.0;0.04000657211687677;4.413229332570278;1.3471059912026284;4.999999877169325;0.0;3.9663347404547205;0.0;-0.19879956126997358;-0.27887887474049966;-0.1982093630844232;-0.2787296776739033;-13.772;0.0
