Timestep;Price;G_WindOffshore;G_MidMerit;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeB;Demand
1.0;16916.997014452296;364.02439;5000.0;500.0;5000.0;226.46153850000002;2.5;-116625.09999999999;-23324.35;-233265.09878498394;-0.11664
2.0;16241.099191977326;276.8292685;5000.0;500.0;5000.0;195.903846;2.5;-112045.09999999999;-22408.35;-224105.0981730919;-0.11206
3.0;15863.139128039442;269.715447;5000.0;500.0;5000.0;182.5384615;2.5;-109495.09999999999;-21898.35;-219005.09780507255;-0.10951
4.0;15709.852622245531;292.479675;5000.0;500.0;5000.0;168.53846149999998;2.5;-108465.09999999998;-21692.35;-216945.0977170339;-0.10848
5.0;15840.492426752367;258.7398375;5000.0;500.0;5000.0;162.8846155;2.5;-109335.09999999998;-21866.35;-218685.09768715428;-0.10935
6.0;16539.310266674016;342.479675;5000.0;500.0;5000.0;179.230769;2.5;-114065.09999999999;-22812.35;-228145.09734041896;-0.11408
7.0;18232.3299514604;367.88617899999997;5000.0;500.0;5000.0;195.09615399999998;2.5;-125475.09999999998;-25094.349999999995;-250965.0946564126;-0.12549
8.0;20577.51977330508;424.796748;5000.0;500.0;5000.0;214.3653845;2.5;-141285.0000000003;-28256.250000000047;-282585.0303830054;-0.1413
9.0;22374.41972644985;434.9593495;5000.0;500.0;5000.0;247.5576925;2.5;-153394.9999999995;-30678.249999999924;-306804.97498768376;-0.15341
10.0;23071.184363000677;439.02439;5000.0;500.0;5000.0;277.25;2.5;-158094.90000000008;-31618.150000000012;-316204.91696915374;-0.15811
11.0;22985.67432504738;438.21138199999996;5000.0;500.0;5000.0;301.6346155;2.5;-157524.9000000001;-31504.15000000001;-315064.92021899513;-0.15754
12.0;22900.559599949105;437.19512199999997;5000.0;500.0;5000.0;315.3653845;2.5;-156954.90000000008;-31390.150000000016;-313924.9243743979;-0.15697
13.0;22693.876972333033;429.6747965;5000.0;500.0;5000.0;329.78846150000004;2.5;-155564.90000000014;-31112.150000000023;-311144.9423014083;-0.15558
14.0;22279.16669115787;428.6585365;5000.0;500.0;5000.0;341.07692299999997;2.5;-152774.99999999983;-30554.249999999975;-305564.9933685143;-0.15279
15.0;21853.751998107484;401.422764;5000.0;500.0;5000.0;345.94230749999997;2.5;-149904.99999999997;-29980.249999999996;-299825.0031117936;-0.14992
16.0;21981.223781818786;402.4390245;5000.0;500.0;5000.0;351.75;2.5;-150764.99999999997;-30152.249999999993;-301544.9974784301;-0.15078
17.0;22407.51722381548;431.09756100000004;5000.0;500.0;5000.0;362.096154;2.5;-153644.99999999936;-30728.249999999905;-307304.9640606911;-0.15366
18.0;23633.617782025034;431.09756100000004;5000.0;500.0;5000.0;378.480769;2.5;-161904.90000000005;-32380.150000000005;-323824.9111235375;-0.16192
19.0;23385.201080909923;431.300813;5000.0;500.0;5000.0;389.30769250000003;2.5;-160234.90000000005;-32046.150000000005;-320484.91187048756;-0.16025
20.0;22465.852366231888;430.08130100000005;5000.0;500.0;5000.0;392.346154;2.5;-154044.9622507933;-30808.212250792625;-308104.9209533925;-0.15406
21.0;21270.557855298066;429.0650405;5000.0;500.0;5000.0;387.28846150000004;2.5;-145995.0;-29198.25;-292004.99033430044;-0.14601
22.0;20039.535111697463;431.707317;5000.0;500.0;5000.0;380.75;2.5;-137705.0;-27540.25;-275425.00022762304;-0.13772
23.0;18749.276338899883;431.50406499999997;5000.0;500.0;5000.0;372.403846;2.5;-129014.99999999996;-25802.249999999993;-258044.99210621882;-0.12903
24.0;17667.162757310383;432.72357700000003;5000.0;500.0;5000.0;356.3846155;2.5;-121725.00000000001;-24344.250000000004;-243465.0005893168;-0.12174
25.0;15100.9728617482;351.8292685;5000.0;500.0;5000.0;149.13461550000002;2.5;-104375.00000000147;-20874.25000000021;-208765.07979786853;-0.10439
