Timestep;Price;G_WindOffshore;G_MidMerit;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeB;Demand
1.0;17298.625770722425;454.67479649999996;5000.0;500.0;5000.0;300.262655;2.5;-119235.09999999999;-23846.35;-238485.09846346136;-0.11925
2.0;16737.528767054744;456.097561;5000.0;500.0;5000.0;291.18911149999997;2.5;-115455.09999999999;-23090.349999999995;-230925.0976590752;-0.11547
3.0;16376.389519458811;394.715447;5000.0;500.0;5000.0;277.99665699999997;2.5;-113005.09999999998;-22600.35;-226025.09724552574;-0.11302
4.0;16314.570461254558;394.308943;5000.0;500.0;5000.0;263.1327605;2.5;-112585.09999999999;-22516.350000000002;-225185.0970834684;-0.1126
5.0;16457.33324455739;374.593496;5000.0;500.0;5000.0;236.8075455;2.5;-113535.09999999999;-22706.349999999995;-227085.0969580826;-0.11355
6.0;17186.557114338437;375.609756;5000.0;500.0;5000.0;194.18576900000002;2.5;-118435.09999999998;-23686.349999999995;-236885.0962377366;-0.11845
7.0;18830.715409296976;374.79674800000004;5000.0;500.0;5000.0;150.6387295;2.5;-129495.09999999998;-25898.35;-259005.09139407007;-0.12951
8.0;21379.241965919668;327.4390245;5000.0;500.0;5000.0;114.40425;2.5;-146635.00000000003;-29326.250000000004;-293285.0000073217;-0.14665
9.0;23479.02036463965;352.2357725;5000.0;500.0;5000.0;94.22755500000001;2.5;-160774.90000000008;-32154.15000000001;-321564.91042479343;-0.16079
10.0;23831.967612173758;369.918699;5000.0;500.0;5000.0;90.58619850000001;2.5;-163154.90000000002;-32630.15;-326324.9079204096;-0.16317
11.0;23272.99780436781;326.01626;5000.0;500.0;5000.0;109.2108405;2.5;-159384.90000000008;-31876.150000000012;-318784.9126957785;-0.1594
12.0;22255.584960541448;342.479675;5000.0;500.0;5000.0;136.789637;2.5;-152544.99999999994;-30508.249999999993;-305104.9891796082;-0.15256
13.0;21410.672796739942;349.593496;5000.0;500.0;5000.0;167.1442215;2.5;-146865.00000000003;-29372.250000000004;-293745.01180628553;-0.14688
14.0;21116.941679960873;371.13821149999995;5000.0;500.0;5000.0;177.531041;2.5;-144895.00000000006;-28978.25000000001;-289805.02314402757;-0.14491
15.0;21267.841092270442;350.203252;5000.0;500.0;5000.0;173.6807545;2.5;-145905.00000000006;-29180.250000000004;-291825.01313266106;-0.14592
16.0;22019.98817135861;343.292683;5000.0;500.0;5000.0;162.010506;2.5;-150964.99999999997;-30192.249999999993;-301944.99524494103;-0.15098
17.0;23087.378725357623;356.097561;5000.0;500.0;5000.0;160.1301335;2.5;-158154.9000000001;-31630.150000000016;-316324.917586352;-0.15817
18.0;24706.130831100185;359.7560975;5000.0;500.0;5000.0;157.264804;2.5;-169054.90000000002;-33810.15;-338124.90610618534;-0.16907
19.0;23856.287086830343;363.41463400000004;5000.0;500.0;5000.0;163.3536295;2.5;-163334.90000000005;-32666.150000000005;-326684.90839257627;-0.16335
20.0;22734.020020958076;342.886179;5000.0;500.0;5000.0;170.785578;2.5;-155774.96226080126;-31154.212260801458;-311564.9140619081;-0.15579
21.0;21784.210651433517;323.1707315;5000.0;500.0;5000.0;172.33763150000001;2.5;-149374.99999999997;-29874.249999999996;-298764.99775631906;-0.14939
22.0;20532.448611925625;280.894309;5000.0;500.0;5000.0;168.487345;2.5;-140935.0;-28186.25;-281885.00190834753;-0.14095
23.0;19198.13618407577;228.6585365;5000.0;500.0;5000.0;157.6528175;2.5;-131934.99999999994;-26386.24999999999;-263884.9913334438;-0.13195
24.0;18263.459250267715;248.1707315;5000.0;500.0;5000.0;152.87726849999999;2.5;-125645.0;-25128.25;-251305.0005692974;-0.12566
25.0;17080.761288682617;118.292683;5000.0;500.0;5000.0;94.078319;2.5;-117635.09999999999;-23526.35;-235285.09674711435;-0.11765
26.0;16446.03842919941;122.1544715;5000.0;500.0;5000.0;106.047039;2.5;-113365.09999999999;-22672.35;-226745.0960970309;-0.11338
27.0;16039.991827053353;125.20325199999999;5000.0;500.0;5000.0;119.7170485;2.5;-110635.09999999998;-22126.35;-221285.09562346793;-0.11065
28.0;15872.801623724394;136.58536600000002;5000.0;500.0;5000.0;131.864852;2.5;-109515.09999999998;-21902.35;-219045.09560167172;-0.10953
29.0;15839.37244527326;143.902439;5000.0;500.0;5000.0;145.325931;2.5;-109295.09999999998;-21858.349999999995;-218605.09573969158;-0.10931
30.0;15997.251902148571;155.284553;5000.0;500.0;5000.0;162.1895895;2.5;-110365.09999999999;-22072.349999999995;-220745.0954967564;-0.11038
31.0;16601.05508570271;156.70731700000002;5000.0;500.0;5000.0;178.36676200000002;2.5;-114435.09999999998;-22886.349999999995;-228885.09384829868;-0.11445
32.0;17699.37048076089;157.9268295;5000.0;500.0;5000.0;195.648281;2.5;-121835.09999999998;-24366.349999999995;-243685.0869602664;-0.12185
33.0;18757.65174896806;158.73983750000002;5000.0;500.0;5000.0;211.526982;2.5;-128965.09999999893;-25792.349999999835;-257945.04344861515;-0.12898
34.0;20120.48036471552;198.577236;5000.0;500.0;5000.0;226.2117955;2.5;-138154.99999999994;-27630.249999999993;-276324.9946105633;-0.13817
35.0;20712.164930190735;213.21138200000001;5000.0;500.0;5000.0;235.3748805;2.5;-142144.9000000003;-28428.150000000045;-284304.95220301993;-0.14216
36.0;20873.618783151713;216.6666665;5000.0;500.0;5000.0;243.5530085;2.5;-143234.90000000017;-28646.150000000023;-286484.9339160327;-0.14325
37.0;20885.43647645323;248.98374;5000.0;500.0;5000.0;253.76074500000001;2.5;-143324.90000000017;-28664.150000000023;-286664.93605698383;-0.14334
38.0;20676.673506667546;257.9268295;5000.0;500.0;5000.0;268.0873925;2.5;-141924.90000000052;-28384.150000000074;-283864.9659753297;-0.14194
39.0;20599.55216489368;282.723577;5000.0;500.0;5000.0;281.4887775;2.5;-141414.9999999961;-28282.2499999994;-282844.97511873377;-0.14143
40.0;20610.695943225997;328.4552845;5000.0;500.0;5000.0;296.770535;2.5;-141504.98006244597;-28300.23006244208;-283024.96868934616;-0.14152
41.0;20933.386581265226;379.878049;5000.0;500.0;5000.0;315.096705;2.5;-143694.90000000014;-28738.15000000002;-287404.9294357725;-0.14371
42.0;22182.21107915811;405.487805;5000.0;500.0;5000.0;334.70630350000005;2.5;-152114.90000000002;-30422.15000000001;-304244.9088017842;-0.15213
43.0;22397.205115383105;442.682927;5000.0;500.0;5000.0;347.868911;2.5;-153574.90000000002;-30714.150000000005;-307164.9074848793;-0.15359
44.0;21524.7826606249;455.081301;5000.0;500.0;5000.0;353.51002850000003;2.5;-147704.90000000005;-29540.150000000012;-295424.909135415;-0.14772
45.0;20566.68038737706;456.097561;5000.0;500.0;5000.0;358.285578;2.5;-141254.99999999924;-28250.249999999894;-282524.9276156027;-0.14127
46.0;19708.201548919264;457.317073;5000.0;500.0;5000.0;359.30038199999996;2.5;-135474.99999999997;-27094.25;-270964.99354034336;-0.13549
