Timestep;Price;G_WindOffshore;G_MidMerit;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeB;Demand
33.0;21740.46565187697;12.016719;5000.0;500.0;5000.0;12.244898000000001;2.5;-148964.90000000005;-29792.150000000012;-297944.9170453941;-0.14898
34.0;21267.01202009823;39.707419;5000.0;500.0;5000.0;17.142857;2.5;-145784.90000000029;-29156.15000000004;-291584.95741903374;-0.1458
35.0;21210.12753969397;49.634274;5000.0;500.0;5000.0;19.5918365;2.5;-145404.90000000055;-29080.150000000074;-290824.9657306805;-0.14542
36.0;20957.643194644494;73.1452455;5000.0;500.0;5000.0;37.5510205;2.5;-143714.99999999983;-28742.249999999975;-287444.98922914366;-0.14373
37.0;21081.64364784092;35.005224500000004;5000.0;500.0;5000.0;14.693877500000001;2.5;-144534.99999999948;-28906.24999999992;-289084.9818475399;-0.14455
38.0;20968.25523188876;25.600835999999997;5000.0;500.0;5000.0;38.367347;2.5;-143774.99999999983;-28754.249999999975;-287564.9915139353;-0.14379
39.0;20864.48595122745;26.123302000000002;5000.0;500.0;5000.0;32.653060999999994;2.5;-143074.9999999999;-28614.249999999985;-286164.9938184559;-0.14309
40.0;21148.409954682415;20.3761755;5000.0;500.0;5000.0;31.020408;2.5;-144984.95323381003;-28996.20323369795;-289984.9603443853;-0.145
41.0;21682.81226812785;12.016719;5000.0;500.0;5000.0;45.7142855;2.5;-148584.90000000008;-29716.150000000012;-297184.9189460771;-0.1486
42.0;21152.259481581874;12.016719;5000.0;500.0;5000.0;96.73469399999999;2.5;-145024.9999998641;-29004.249999975957;-290064.93545655767;-0.14504
43.0;20582.207665003094;18.808777499999998;5000.0;500.0;5000.0;42.857143;2.5;-141174.9999999999;-28234.24999999999;-282364.98196189775;-0.14119
44.0;20389.745093606045;21.4211075;5000.0;500.0;5000.0;23.6734695;2.5;-139874.99999999988;-27974.24999999998;-279764.97450375604;-0.13989
45.0;19937.67320920115;40.229885;5000.0;500.0;5000.0;21.22449;2.5;-136834.99999999994;-27366.249999999993;-273684.9850058544;-0.13685
46.0;18511.664951814077;39.707419;5000.0;500.0;5000.0;29.7959185;2.5;-127235.0;-25446.25;-254485.00009764402;-0.12725
47.0;17273.676427532504;55.3814;5000.0;500.0;5000.0;38.367347;2.5;-118904.99999999994;-23780.249999999993;-237824.99162124636;-0.11892
48.0;15965.48025136369;70.01044950000001;5000.0;500.0;5000.0;59.1836735;2.5;-110105.00000000001;-22020.25;-220225.00065455414;-0.11012
49.0;14005.03954690188;312.4346915;5000.0;500.0;5000.0;104.897959;2.5;-96975.0999999999;-19394.349999999984;-193965.0894937482;-0.09699
50.0;13656.178467741905;318.70428400000003;5000.0;500.0;5000.0;135.510204;2.5;-94635.09999999993;-18926.34999999999;-189285.088653832;-0.09465
51.0;13439.75398082783;303.552769;5000.0;500.0;5000.0;139.5918365;2.5;-93175.09999999995;-18634.349999999995;-186365.0879589107;-0.09319
52.0;13328.294322604459;275.86206899999996;5000.0;500.0;5000.0;128.5714285;2.5;-92415.09999999996;-18482.349999999988;-184845.08786339886;-0.09243
53.0;13147.370615235857;274.817137;5000.0;500.0;5000.0;122.4489795;2.5;-91195.09999999996;-18238.349999999995;-182405.08871809975;-0.09121
54.0;13144.424157049827;264.367816;5000.0;500.0;5000.0;132.244898;2.5;-91175.09999999996;-18234.349999999995;-182365.087966573;-0.09119
55.0;13678.895862253345;215.2560085;5000.0;500.0;5000.0;104.489796;2.5;-94755.09999999995;-18950.349999999988;-189525.07980084623;-0.09477
56.0;14333.8548740424;184.430512;5000.0;500.0;5000.0;53.061224499999994;2.5;-99145.06874547238;-19828.31874547089;-198305.0383401715;-0.09916
57.0;15047.33322189432;168.756531;5000.0;500.0;5000.0;51.4285715;2.5;-103945.0;-20788.25;-207904.99826514287;-0.10396
58.0;15339.894403320319;130.61651;5000.0;500.0;5000.0;48.979592000000004;2.5;-105904.99999999994;-21180.249999999993;-211824.99438406085;-0.10592
59.0;15232.416713408304;154.64994800000002;5000.0;500.0;5000.0;80.81632649999999;2.5;-105194.99999999997;-21038.249999999993;-210405.00131003553;-0.10521
60.0;15107.425532744313;179.20585150000002;5000.0;500.0;5000.0;103.67346950000001;2.5;-104365.0;-20872.250000000004;-208745.00990672622;-0.10438
61.0;14755.095783313373;179.20585150000002;5000.0;500.0;5000.0;113.46938800000001;2.5;-101995.00000000004;-20398.25000000001;-204005.0337465844;-0.10201
62.0;14720.517239288474;189.13270649999998;5000.0;500.0;5000.0;115.102041;2.5;-101765.00000000006;-20352.250000000007;-203545.04170926294;-0.10178
63.0;15040.544921667559;261.75548599999996;5000.0;500.0;5000.0;104.0816325;2.5;-103935.0;-20786.25;-207885.01454514408;-0.10395
64.0;15700.13776615357;299.895507;5000.0;500.0;5000.0;101.22449;2.5;-108384.99999999857;-21676.249999999785;-216784.9823861595;-0.1084
65.0;16880.159594071418;297.80564250000003;5000.0;500.0;5000.0;80.0;2.5;-116324.90000000005;-23264.15000000001;-232664.91282618052;-0.11634
66.0;17426.763485782518;304.597701;5000.0;500.0;5000.0;71.02040799999999;2.5;-120004.90000000004;-24000.150000000005;-240024.90884666584;-0.12002
67.0;17494.76632425016;314.00209;5000.0;500.0;5000.0;70.2040815;2.5;-120464.90000000004;-24092.150000000005;-240944.90822597154;-0.12048
68.0;17661.54026239729;320.2716825;5000.0;500.0;5000.0;51.8367345;2.5;-121584.90000000004;-24316.15;-243184.9058724899;-0.1216
69.0;17648.82467560292;331.765935;5000.0;500.0;5000.0;63.265305999999995;2.5;-121504.90000000004;-24300.15;-243024.90567601126;-0.12152
70.0;17483.443092930218;329.67607100000004;5000.0;500.0;5000.0;80.0;2.5;-120394.90000000004;-24078.15;-240804.90587923332;-0.12041
71.0;16359.32316253271;344.827586;5000.0;500.0;5000.0;102.4489795;2.5;-112834.90000000008;-22566.15000000001;-225684.91145040127;-0.11285
72.0;15329.23504061145;323.4064785;5000.0;500.0;5000.0;108.1632655;2.5;-105895.00000000001;-21178.25;-211805.0006830991;-0.10591
73.0;16403.138768446646;208.46395;5000.0;500.0;5000.0;15.102041;2.5;-113075.09999999998;-22614.35;-226165.09744668257;-0.11309
74.0;15879.895571759582;105.015674;5000.0;500.0;5000.0;9.387754999999999;2.5;-109525.09999999999;-21904.35;-219065.09639109718;-0.10954
75.0;15672.208037939976;59.561128499999995;5000.0;500.0;5000.0;7.755102;2.5;-108115.09999999998;-21622.35;-216245.09568842762;-0.10813
76.0;15744.519279711507;33.4378265;5000.0;500.0;5000.0;5.7142855;2.5;-108595.09999999999;-21718.349999999995;-217205.09527385808;-0.10861
77.0;16124.361153001795;41.797283;5000.0;500.0;5000.0;6.9387755;2.5;-111155.09999999999;-22230.35;-222325.0944915195;-0.11117
78.0;17144.64715460885;40.752351;5000.0;500.0;5000.0;7.755102;2.5;-118025.09999999998;-23604.349999999995;-236065.09016990568;-0.11804
79.0;18796.294935817732;29.780564499999997;5000.0;500.0;5000.0;13.0612245;2.5;-129145.00000000006;-25828.25000000001;-258305.01545822286;-0.12916
80.0;20301.53366788308;4.7021945;5000.0;500.0;5000.0;15.510204;2.5;-139274.90000000026;-27854.150000000034;-278564.97349809046;-0.13929
81.0;20959.119814442296;9.4043885;5000.0;500.0;5000.0;19.5918365;2.5;-143704.90000000005;-28740.150000000005;-287424.9154573017;-0.14372
82.0;21030.29212581025;36.572623;5000.0;500.0;5000.0;36.326530500000004;2.5;-144194.90000000005;-28838.15000000001;-288404.9138373044;-0.14421
83.0;20920.10529358562;79.937304;5000.0;500.0;5000.0;82.44897950000001;2.5;-143474.90000000005;-28694.150000000005;-286964.91670730757;-0.14349
84.0;20533.341126924824;133.22884;5000.0;500.0;5000.0;87.34693899999999;2.5;-140884.9000000001;-28176.150000000016;-281784.9434868629;-0.1409
85.0;20171.45442999478;12.016719;5000.0;500.0;5000.0;236.3265305;2.5;-138454.95316965005;-27690.203169632983;-276924.9879139419;-0.13847
86.0;19517.119834675414;43.3646815;5000.0;500.0;5000.0;106.9387755;2.5;-134024.99999999997;-26804.249999999996;-268065.0092485307;-0.13404
87.0;19455.49122498917;31.8704285;5000.0;500.0;5000.0;57.142857;2.5;-133594.99999999997;-26718.249999999996;-267205.00755330804;-0.13361
88.0;19693.18058200861;65.830721;5000.0;500.0;5000.0;62.0408165;2.5;-135204.99999999997;-27040.249999999996;-270424.9979575975;-0.13522
89.0;20167.198379802867;52.76907;5000.0;500.0;5000.0;67.755102;2.5;-138394.9999999817;-27678.249999998257;-276804.96020866337;-0.13841
90.0;19919.225669955402;36.572623;5000.0;500.0;5000.0;82.857143;2.5;-136724.99999999985;-27344.249999999978;-273464.97807070485;-0.13674
91.0;19928.755823001316;50.15674;5000.0;500.0;5000.0;52.244898;2.5;-136784.99999999968;-27356.249999999953;-273584.95957428846;-0.1368
92.0;19725.35926672429;70.01044950000001;5000.0;500.0;5000.0;30.612245;2.5;-135414.9999999998;-27082.24999999997;-270844.96293487895;-0.13543
93.0;19379.64198319787;75.2351095;5000.0;500.0;5000.0;16.734694;2.5;-133084.99999999994;-26616.24999999999;-266184.98819293827;-0.1331
94.0;19172.95033439308;50.15674;5000.0;500.0;5000.0;8.1632655;2.5;-131684.9999999999;-26336.249999999993;-263384.9879082598;-0.1317
95.0;18250.5223996215;17.2413795;5000.0;500.0;5000.0;4.897959;2.5;-125464.9999999999;-25092.249999999985;-250944.9800982909;-0.12548
96.0;16940.89062549431;14.629049;5000.0;500.0;5000.0;0.8163265;2.5;-116645.0;-23328.25;-233305.00061528655;-0.11666
97.0;14585.651869765125;98.2236155;5000.0;500.0;5000.0;35.510203999999995;2.5;-100815.09999999999;-20162.349999999995;-201645.09747242543;-0.10083
98.0;14175.641309084202;75.757576;5000.0;500.0;5000.0;20.4081635;2.5;-98045.09999999999;-19608.35;-196105.0963225203;-0.09806
99.0;13928.062533261658;69.4879835;5000.0;500.0;5000.0;14.693877500000001;2.5;-96375.09999999999;-19274.350000000002;-192765.0956563502;-0.09639
100.0;13851.343951984203;57.9937305;5000.0;500.0;5000.0;12.244898000000001;2.5;-95855.09999999999;-19170.349999999995;-191725.09547841764;-0.09587
101.0;13891.96652587927;44.4096135;5000.0;500.0;5000.0;11.4285715;2.5;-96125.09999999998;-19224.350000000002;-192265.0954684367;-0.09614
102.0;14193.142190478893;56.4263325;5000.0;500.0;5000.0;7.755102;2.5;-98155.09999999998;-19630.35;-196325.09482008888;-0.09817
103.0;14641.470060161872;22.9885055;5000.0;500.0;5000.0;5.3061225;2.5;-101165.09999999998;-20232.349999999995;-202345.09328444547;-0.10118
104.0;15616.351587480274;5.747126499999999;5000.0;500.0;5000.0;4.897959;2.5;-107725.09999999996;-21544.34999999999;-215465.08685513856;-0.10774
105.0;16731.56636163935;9.926855;5000.0;500.0;5000.0;3.6734695;2.5;-115235.07823306449;-23046.328233064218;-230485.03903405683;-0.11525
106.0;17596.085175318774;43.8871475;5000.0;500.0;5000.0;5.3061225;2.5;-121064.99999999999;-24212.249999999996;-242145.00125073586;-0.12108
107.0;18248.246777367767;38.140021000000004;5000.0;500.0;5000.0;5.7142855;2.5;-125454.99999999967;-25090.24999999995;-250924.98010939066;-0.12547
108.0;18788.186079845465;42.8422155;5000.0;500.0;5000.0;18.367347;2.5;-129094.9000000001;-25818.150000000012;-258204.9242458654;-0.12911
109.0;18970.33778186577;154.1274815;5000.0;500.0;5000.0;43.673469499999996;2.5;-130354.90000000007;-26070.15000000001;-260724.9207146249;-0.13037
110.0;18675.430025416787;331.765935;5000.0;500.0;5000.0;52.653061;2.5;-128414.90000000011;-25682.15000000002;-256844.93638714546;-0.12843
111.0;18237.5932083883;384.535005;5000.0;500.0;5000.0;74.2857145;2.5;-125484.99999999972;-25096.249999999956;-250984.98745611685;-0.1255
112.0;18061.218480930176;356.84430499999996;5000.0;500.0;5000.0;92.244898;2.5;-124294.99999999991;-24858.249999999985;-248604.99348322002;-0.12431
113.0;19064.06922599281;337.5130615;5000.0;500.0;5000.0;59.5918365;2.5;-131034.90000000007;-26206.15000000001;-262084.91800989868;-0.13105
114.0;19385.710588271388;427.37722049999996;5000.0;500.0;5000.0;109.387755;2.5;-133234.90000000002;-26646.15000000001;-266484.9127234665;-0.13325
115.0;19447.8821369517;423.197492;5000.0;500.0;5000.0;78.36734700000001;2.5;-133644.90000000005;-26728.15000000001;-267304.9112525205;-0.13366
116.0;19503.77945434979;442.0062695;5000.0;500.0;5000.0;115.102041;2.5;-134034.90000000005;-26806.150000000005;-268084.90807182796;-0.13405
117.0;18530.407882426167;433.646813;5000.0;500.0;5000.0;181.22448999999997;2.5;-127494.90000000023;-25498.150000000034;-255004.91834132103;-0.12751
118.0;17561.368472287708;438.8714735;5000.0;500.0;5000.0;155.9183675;2.5;-120964.99999999999;-24192.25;-241944.99353849824;-0.12098
119.0;16328.998347794171;431.55694900000003;5000.0;500.0;5000.0;196.32653050000002;2.5;-112674.99999999994;-22534.24999999999;-225364.98554471592;-0.11269
120.0;15382.698389307421;440.4388715;5000.0;500.0;5000.0;195.102041;2.5;-106305.00000000001;-21260.25;-212625.00068066226;-0.10632
121.0;15164.056758226738;318.181818;5000.0;500.0;5000.0;82.0408165;2.5;-104775.09999999999;-20954.35;-209565.09885219092;-0.10479
122.0;14810.978496719552;320.7941485;5000.0;500.0;5000.0;68.97959200000001;2.5;-102395.09999999998;-20478.349999999995;-204805.0979236768;-0.10241
123.0;14826.979388197848;301.462905;5000.0;500.0;5000.0;56.734694000000005;2.5;-102495.09999999999;-20498.35;-205005.09734385682;-0.10251
124.0;14970.861886859066;314.00209;5000.0;500.0;5000.0;48.979592000000004;2.5;-103465.09999999999;-20692.349999999995;-206945.0970100971;-0.10348
125.0;15670.690684944764;297.80564250000003;5000.0;500.0;5000.0;55.9183675;2.5;-108175.09999999998;-21634.349999999995;-216365.09637584435;-0.10819
126.0;17650.92566469727;287.878788;5000.0;500.0;5000.0;50.2040815;2.5;-121505.09999999996;-24300.349999999995;-243025.09139677178;-0.12152
127.0;20800.744020354145;288.401254;5000.0;500.0;5000.0;52.653061;2.5;-142715.0;-28542.249999999996;-285444.9869117229;-0.14273
128.0;22153.957667500308;228.8401255;5000.0;500.0;5000.0;63.673469499999996;2.5;-151814.90000000005;-30362.15000000001;-303644.91039536323;-0.15183
129.0;22334.238009904406;210.031348;5000.0;500.0;5000.0;66.530612;2.5;-153024.90000000005;-30604.150000000005;-306064.9091820352;-0.15304
130.0;21358.256088763294;161.9644725;5000.0;500.0;5000.0;81.22449;2.5;-146444.9999999995;-29288.249999999927;-292904.9311600031;-0.14646
131.0;20349.31559221272;165.0992685;5000.0;500.0;5000.0;93.0612245;2.5;-139655.00000000003;-27930.250000000004;-279325.00149364176;-0.13967
132.0;19733.17767558726;117.554859;5000.0;500.0;5000.0;94.6938775;2.5;-135495.00000000017;-27098.250000000022;-271005.02146196755;-0.13551
133.0;19630.217020671134;89.341693;5000.0;500.0;5000.0;95.510204;2.5;-134795.0000000004;-26958.250000000062;-269605.0344459886;-0.13481
134.0;19694.420573265794;87.2518285;5000.0;500.0;5000.0;88.16326550000001;2.5;-135225.0000000002;-27044.250000000033;-270465.03095272323;-0.13524
135.0;19957.253221229017;91.431557;5000.0;500.0;5000.0;84.897959;2.5;-136995.00000000006;-27398.25000000001;-274005.0143544628;-0.13701
136.0;20567.625903086555;66.875653;5000.0;500.0;5000.0;68.97959200000001;2.5;-141094.99999999997;-28218.25;-282204.99674753856;-0.14111
137.0;21584.18812439025;17.2413795;5000.0;500.0;5000.0;57.142857;2.5;-147924.90000000029;-29584.150000000038;-295864.91977996944;-0.14794
138.0;21439.499078891782;4.1797285;5000.0;500.0;5000.0;46.9387755;2.5;-146944.95342298097;-29388.203422981565;-293904.92121798306;-0.14696
139.0;22238.587761118008;4.7021945;5000.0;500.0;5000.0;43.673469499999996;2.5;-152324.90000000005;-30464.15000000001;-304664.9095959127;-0.15234
140.0;21665.202359287643;7.8369905;5000.0;500.0;5000.0;44.081632500000005;2.5;-148464.90000000017;-29692.150000000023;-296944.9097706428;-0.14848
141.0;20358.1980650708;12.539185;5000.0;500.0;5000.0;42.4489795;2.5;-139665.0;-27932.249999999996;-279345.00278160535;-0.13968
142.0;18737.271949442555;15.151515000000002;5000.0;500.0;5000.0;57.959183499999995;2.5;-128755.0;-25750.25;-257525.00143647185;-0.12877
143.0;17385.610587692812;23.510972000000002;5000.0;500.0;5000.0;95.9183675;2.5;-119664.99999999994;-23932.249999999993;-239344.99232863754;-0.11968
144.0;16128.807273082826;42.8422155;5000.0;500.0;5000.0;87.34693899999999;2.5;-111205.0;-22240.250000000004;-222425.00064763674;-0.11122
145.0;16258.96791095686;256.0083595;5000.0;500.0;5000.0;93.0612245;2.5;-112135.09999999998;-22426.35;-224285.09930958037;-0.11215
146.0;15529.674180124279;179.20585150000002;5000.0;500.0;5000.0;91.020408;2.5;-107205.09999999999;-21440.35;-214425.09867199452;-0.10722
147.0;15295.278234341251;149.4252875;5000.0;500.0;5000.0;73.0612245;2.5;-105615.09999999999;-21122.349999999995;-211245.09837600708;-0.10563
148.0;15260.720986511982;160.397074;5000.0;500.0;5000.0;73.0612245;2.5;-105385.09999999999;-21076.350000000002;-210785.09828970887;-0.1054
149.0;15325.293501774886;160.397074;5000.0;500.0;5000.0;94.28571450000001;2.5;-105825.1;-21164.349999999995;-211665.09812135535;-0.10584
150.0;16066.64934511537;182.863114;5000.0;500.0;5000.0;104.897959;2.5;-110825.09999999999;-22164.35;-221665.09771134582;-0.11084
151.0;18459.113879533557;242.9467085;5000.0;500.0;5000.0;128.16326550000002;2.5;-126955.09999999999;-25390.349999999995;-253925.096131624;-0.12697
152.0;21463.702566497326;405.433647;5000.0;500.0;5000.0;123.26530600000001;2.5;-147225.00000000017;-29444.250000000033;-294465.01172379794;-0.14724
153.0;22914.95630743359;376.1755485;5000.0;500.0;5000.0;144.489796;2.5;-156994.99999999994;-31398.249999999996;-314004.98417626583;-0.15701
154.0;23344.545652384004;341.69279;5000.0;500.0;5000.0;127.34693899999999;2.5;-159874.96243313135;-31974.21243313153;-319764.947374736;-0.15989
155.0;22958.6512953085;377.7429465;5000.0;500.0;5000.0;125.71428549999999;2.5;-157284.99999999994;-31456.24999999999;-314584.9879659517;-0.1573
156.0;22841.70723020064;307.73249749999997;5000.0;500.0;5000.0;144.489796;2.5;-156484.99999999994;-31296.249999999993;-312984.99492141436;-0.1565
157.0;22762.45216658798;338.5579935;5000.0;500.0;5000.0;169.387755;2.5;-155964.99999999997;-31192.249999999996;-311945.00061428087;-0.15598
158.0;23192.13856984473;429.9895505;5000.0;500.0;5000.0;186.9387755;2.5;-158884.9999999998;-31776.249999999975;-317784.9762588651;-0.1589
159.0;23494.46443143881;441.4838035;5000.0;500.0;5000.0;192.65306099999998;2.5;-160924.90000000026;-32184.15000000004;-321864.9359789341;-0.16094
160.0;23813.24001768438;438.34900749999997;5000.0;500.0;5000.0;210.2040815;2.5;-163074.90000000008;-32614.150000000016;-326164.92056824756;-0.16309
161.0;24324.37972329827;389.23719950000003;5000.0;500.0;5000.0;211.4285715;2.5;-166504.90000000002;-33300.15000000001;-333024.912037878;-0.16652
162.0;25321.312126614524;405.956113;5000.0;500.0;5000.0;183.26530599999998;2.5;-173214.90000000005;-34642.15;-346444.9066942525;-0.17323
163.0;24492.61225676464;376.6980145;5000.0;500.0;5000.0;131.020408;2.5;-167614.90000000005;-33522.15000000001;-335244.90941370785;-0.16763
164.0;23705.896958544883;404.911181;5000.0;500.0;5000.0;132.65306099999998;2.5;-162324.9000000001;-32464.150000000012;-324664.9112758862;-0.16234
165.0;22472.063848033056;385.5799375;5000.0;500.0;5000.0;103.265306;2.5;-154005.0;-30800.25;-308024.99595259514;-0.15402
166.0;20842.38514784023;361.02403350000003;5000.0;500.0;5000.0;100.8163265;2.5;-143025.0;-28604.250000000004;-286064.999760757;-0.14304
167.0;19084.800847415994;311.38975949999997;5000.0;500.0;5000.0;46.9387755;2.5;-131164.99999999994;-26232.249999999993;-262344.9931336933;-0.13118
168.0;17659.031445347588;292.058516;5000.0;500.0;5000.0;67.755102;2.5;-121565.0;-24312.250000000004;-243145.00058949034;-0.12158
169.0;17533.372231015277;371.473354;5000.0;500.0;5000.0;340.0;2.5;-120805.1;-24160.35;-241625.09926593976;-0.12082
170.0;16767.935357913604;377.7429465;5000.0;500.0;5000.0;350.2040815;2.5;-115655.09999999998;-23130.349999999995;-231325.0985782093;-0.11567
171.0;16215.356003422889;254.44096150000001;5000.0;500.0;5000.0;354.28571450000004;2.5;-111905.09999999999;-22380.35;-223825.09837273465;-0.11192
172.0;15948.927110000823;163.00940450000002;5000.0;500.0;5000.0;380.4081635;2.5;-110095.09999999999;-22018.35;-220205.09826976893;-0.11011
173.0;16062.863484024325;165.0992685;5000.0;500.0;5000.0;389.7959185;2.5;-110865.09999999999;-22172.350000000002;-221745.09810614694;-0.11088
174.0;16917.11343743147;197.492163;5000.0;500.0;5000.0;389.7959185;2.5;-116625.09999999999;-23324.35;-233265.0976839348;-0.11664
175.0;19081.435160075518;387.6698015;5000.0;500.0;5000.0;389.7959185;2.5;-131245.09999999998;-26248.35;-262505.0966641609;-0.13126
176.0;22254.10841764129;421.630094;5000.0;500.0;5000.0;384.0816325;2.5;-152615.09999999977;-30522.349999999962;-305245.0572354177;-0.15263
177.0;24703.237527951846;386.62486950000005;5000.0;500.0;5000.0;373.06122450000004;2.5;-169094.90000000026;-33818.15000000003;-338204.94696818833;-0.16911
178.0;25620.760893020757;384.535005;5000.0;500.0;5000.0;342.0408165;2.5;-175264.90000000005;-35052.15000000001;-350544.91033507086;-0.17528
179.0;25623.914014468595;393.416928;5000.0;500.0;5000.0;287.346939;2.5;-175274.90000000005;-35054.15000000001;-350564.91041418107;-0.17529
180.0;25429.03187730191;353.18704299999996;5000.0;500.0;5000.0;255.102041;2.5;-173944.90000000002;-34788.15000000001;-347904.9147559157;-0.17396
181.0;24995.444689692915;318.70428400000003;5000.0;500.0;5000.0;246.93877550000002;2.5;-171014.90000000008;-34202.150000000016;-342044.9321307722;-0.17103
182.0;24676.22955379307;306.1650995;5000.0;500.0;5000.0;257.142857;2.5;-168864.9000000003;-33772.150000000045;-337744.95218406373;-0.16888
183.0;24304.826596074607;267.5026125;5000.0;500.0;5000.0;177.142857;2.5;-166334.99999999988;-33266.249999999985;-332684.9923442345;-0.16635
184.0;24048.273273347375;148.3803555;5000.0;500.0;5000.0;163.6734695;2.5;-164574.99999999997;-32914.24999999999;-329164.9972424446;-0.16459
185.0;24566.993389804094;99.79101349999999;5000.0;500.0;5000.0;160.0;2.5;-168054.97099154058;-33610.220991540635;-336124.94383169885;-0.16807
186.0;25371.241386091224;39.707419;5000.0;500.0;5000.0;157.142857;2.5;-173454.90000000002;-34690.15000000001;-346924.91249136603;-0.17347
