Timestep;Price;G_WindOffshore;G_MidMerit;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeB;Demand
1.0;26.4445983804265;2806.5610748941926;1289.3916086210288;2819.769532796367;1.4071207791659734e-12;1653.1312018565147;0.0;-79.61952667310035;-28.868183643607633;-159.23886898134947;-8300.0
2.0;26.318307354839188;2726.4138435350615;1256.6916489958674;2775.642604742922;1.3981962569542307e-12;1765.6081059803662;0.0;-98.29769367112986;-17.24317418999635;-196.59511303660528;-8210.0
3.0;26.43633709792107;2585.381020086769;1339.2364874560199;2867.0698183171708;1.41993456740977e-12;1370.5257458937276;0.0;-40.779497811542285;-21.177172414177434;-81.5589453715209;-8020.0
4.0;26.242858050182193;2596.537980563479;1377.8651427101765;2908.445914637117;1.4303963084054099e-12;1132.1891033129777;0.0;-25.89952092180757;-27.474123068119333;-51.79902091215117;-7914.0
5.0;26.208705811528127;2540.6321413132127;1382.582686554518;2911.264358846835;1.4315820885775605e-12;1116.515737065642;0.0;-32.280667175094706;-15.66383382311585;-64.56130163805382;-7843.0
6.0;25.95826492038697;2503.6506395215847;1406.9770907629295;2929.9357817553528;1.4379696896422492e-12;944.2749924137177;0.0;-18.977955181861546;-22.748692426689068;-37.95589876665504;-7712.0
7.0;25.928803800530368;2495.5677458222262;1408.5051509544076;2928.9133126840684;1.4383359730219367e-12;925.3248909509497;12.037314994458056;-18.96753800066305;-87.47334278468767;-43.95371328309265;-7627.0
8.0;25.65203411206203;2316.1847588098194;1408.6249420360155;2920.2190108136665;1.4381422072652217e-12;847.6842732135223;36.587104965806695;-13.985426703249537;-24.346240785630204;-46.26437182541512;-7453.0
9.0;24.28931609342148;2083.2382535329293;1384.6726344301226;2876.5569733540597;1.4320353379336084e-12;684.635941684658;170.18546980884938;61.88714618264303;-13.362346162533134;38.681575415635216;-7300.0
10.0;16.271506253088152;1858.2448601968968;1362.473492897309;2828.4133212861784;1.2979830872079106e-12;336.8074837672022;336.8074868260282;241.48570472934608;5.981936857068732;204.27296721332777;-7199.0
11.0;11.52534083597032;1380.7268069769325;1271.8557425445217;2721.5773566581106;1.2834434223828983e-12;315.09138188688837;315.09138772222104;519.9133024471816;113.57461796138958;481.6169444843919;-7163.0
12.0;11.198973199025977;1271.6299683693098;1257.3715235539896;2704.803476783886;1.2811129550043059e-12;311.5859976668027;311.5859976728614;676.8270324693616;-76.91292887459889;582.534627475549;-7084.0
13.0;9.230503435292485;1150.631698082071;1215.1025811822237;2655.940817822051;1.274390979240656e-12;307.0309372394742;307.03093727155516;763.7139626904774;-80.7600132416695;645.0030945049147;-7016.0
14.0;11.538884547466632;1158.40032746622;1257.2905228384438;2704.7931039609352;1.2809457559655225e-12;307.89299226519785;307.89299227246795;668.2567088897277;75.81335784240281;503.70333228170733;-7027.0
15.0;15.938302164315852;1441.7358484542615;1327.6225112047696;2788.153406752646;1.291728844544444e-12;308.07987117897045;308.07988786066;442.791362545218;117.66894965845383;255.11062172834227;-7014.0
16.0;19.226674280765856;1383.6193632139457;1289.9280846612141;2802.0963488831153;1.2846854747835813e-12;933.7416130629226;282.9259555789799;204.87209631314155;3.6859341029658457;67.13759928517425;-6976.0
17.0;57.409216723253344;1624.634189916177;1481.807459300662;3069.9461364119975;5.877127271189289e-12;1709.0221649996433;236.23231999532098;-332.5382869275998;-43.635141838441854;-783.2876425354341;-6958.0
18.0;26.119285181027916;1523.9064048729174;1226.6362882421377;2710.371527910461;1.3890549437762867e-12;1785.1390514392936;75.94595986520208;-73.78778445025456;-103.62209670352973;-185.54819574432724;-6956.0
19.0;58.91000548661713;1799.363054912395;1570.7937885624021;3177.987266492004;6.5405009358452765e-12;1873.7074499996957;19.481444998851256;-405.37245768845634;-238.6870242804806;-820.5820200483256;-6974.0
20.0;30.122933901158806;1798.8880093382834;1235.5659122938957;2757.9504833684227;1.6044507927199028e-12;1878.7190599855287;0.0;-205.87942521178806;-104.53359217837082;-411.8608076390603;-6966.0
21.0;26.352736859115954;2009.5388491296292;1254.2093061965134;2766.2675934339914;1.3975500736588412e-12;1729.0978672772148;0.0;-201.51628799538247;-145.0092050744307;-403.07329613920695;-7007.0
22.0;26.575172633186714;2095.9531223251524;1324.8360934237742;2850.7548652835435;1.4162640871735098e-12;1387.7429507431964;0.0;-176.80759555510906;-137.73585946599647;-353.7142424268118;-6991.0
23.0;26.604333934213635;2242.8483741097007;1301.679798585889;2828.2423280246317;1.410298119803362e-12;1523.5383127274317;0.0;-253.1604408105533;-101.45277994535972;-506.4189785343204;-7034.0
24.0;26.545182953065652;2251.1910798139884;1347.3695219097085;2876.233530737344;1.4223596717533801e-12;1275.7884089045253;0.0;-175.83883070149218;-118.20756583460968;-351.776702584424;-7106.0
