Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;6.309430043849318e-5;7.502261698538737e-5;5.750637128210112e-5;1.6452203854822045e-5;1.8516330332341013e-5;1.3689951427808822e-5;2.7311098743099116e-5;3.901545754242397e-5;1.633925644645151e-5
TypeA;4.032434153700137e-6;4.823637615114507e-6;6.38464013613671e-6;1.5541590179246612e-6;1.3502819857791337e-6;1.5060892892826416e-6;6.608560831899979e-6;3.1248911911418986e-6;3.0481058681530726e-6
TypeD;3.171352932640481e-5;4.12322538159704e-5;2.8024672539705975e-5;1.7360399023336193e-5;2.4949826898046368e-5;1.1178041598891575e-5;3.567305920881836e-5;4.0916400635027106e-5;2.5057483965196248e-5
TypeB;2.7151575270334405e-6;3.8417377248300966e-6;5.365909787169443e-6;1.7216263232811002e-6;1.6963335811581715e-6;1.725188476076056e-6;7.6774716277761e-6;2.103771130190779e-6;3.1950929140212025e-6
