Consumer;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
TypeC;1.8150428977126154e-5;2.6050452831771764e-5;1.4586351018253119e-5;3.4621414062296907e-6;6.499258595082935e-6;2.041348397652243e-6;5.4872203244515916e-5;9.463204608373132e-6;5.2243146327013434e-5
TypeA;5.850994270528709e-6;7.123062037095451e-6;5.140129944347649e-6;3.0763721989846005e-6;1.2681032277583881e-6;2.4587687952326576e-6;4.596219234542787e-6;9.432265715147992e-7;3.684309059726054e-6
TypeD;2.1751386677704154e-5;2.5605249886151427e-5;1.9229935196540815e-5;5.850624372527591e-6;4.978540995903558e-6;6.405959092958824e-6;2.5981505174188513e-5;5.763554064563969e-6;2.2344733429102703e-5
TypeB;1.5204027543180842e-5;1.735045544071223e-5;1.3855299925591424e-5;6.4751146291452955e-6;5.848485225223854e-6;6.218962987691867e-6;2.414374772141681e-5;5.927954458528895e-6;2.2747722955185345e-5
