Timestep;Price;G_WindOffshore;G_MidMerit;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeB;Demand;Total_PV
1.0;0.016656604760501428;3.2003115326312703;5.330429472241371;1.5725204641420292;1.0988589834797872e-11;2.2646131109316907;0.0;-0.2078145072520454;-0.07959824044346521;-0.41646239942053864;-11.664;0.0
2.0;0.01665666445590739;2.6407551084010676;5.518317166730147;1.760639116363014;1.0988740363865121e-11;1.95903632446317;0.0;-0.19841776241428805;-0.07669973610378068;-0.39763055059738295;-11.206;0.0
3.0;0.016656716179413843;2.5604410979585293;5.4854551266665625;1.7273309712194485;1.098872978556181e-11;1.8253825470806138;0.0;-0.19035867956745686;-0.07577134655611815;-0.38147994100534294;-10.951;0.0
4.0;0.016656677363677055;2.7026696525666187;5.4226342107810765;1.6643094335267807;1.098872289257974e-11;1.6853826224749748;0.0;-0.18298342502317377;-0.07731233864361496;-0.3667002807752519;-10.848;0.0
5.0;0.016656710231728315;2.528418798553773;5.575123048945982;1.817305602969494;1.0988729203229968e-11;1.6288441938363376;0.0;-0.17711453418051512;-0.08263807539212682;-0.3549391259690579;-10.935;0.0
6.0;0.016656697428410982;3.1201721515218557;5.437551084134197;1.6797870290855195;1.0988685912193288e-11;1.7923056385585268;0.0;-0.17586295114798267;-0.09352233771591782;-0.3524307853744466;-11.408;0.0
7.0;0.016656731019149523;3.5902594276969912;5.71308014827167;1.9549764570110777;1.0988688708172946e-11;1.9509594084777484;0.0;-0.1829311085562697;-0.11074936682478208;-0.36659523738613087;-12.549;0.0
8.0;0.025012685844214334;4.2479671977653375;6.103566700668283;2.3458635404512473;1.3925725532369363e-11;2.1436536798833847;0.0;-0.1938030214534612;-0.12843767108073978;-0.38877775336166515;-14.13;0.0
9.0;0.02501274072514842;4.349593212639448;6.502741567120669;2.744284399746288;1.3925297670707706e-11;2.4755767497121495;0.0007499849114248958;-0.19844741990715845;-0.13537120945869646;-0.3980943597665229;-15.341;2.770533019759216e-7
10.0;0.025012684379098506;4.390243617645046;6.550477715243653;2.7927219885832115;1.3925347829879606e-11;2.7724998170344204;0.017749970742684612;-0.1939367648998849;-0.12967926373056549;-0.38904419095590653;-15.811;6.6282735095589325e-6
11.0;0.025012829711178092;4.3821135376839555;6.3668206031117025;2.6091384058970277;1.3925496893525262e-11;3.0163459659168446;0.05549985979330381;-0.18513930704072823;-0.11935367564637864;-0.37139259672018865;-15.754;2.1142855225494103e-5
12.0;0.02501313789898005;4.371950937714684;6.246256189102642;2.488497261710839;1.3925612337486947e-11;3.1536536526336434;0.0887498298566342;-0.17939640258016873;-0.11281005392300625;-0.3598686081856371;-15.697;3.4903965867035055e-5
13.0;0.02501328280544981;4.296747682752783;6.124924179508163;2.3669245970246737;1.392571717435282e-11;3.297884419571908;0.11099982719341057;-0.17609189720092536;-0.1101193130474504;-0.3532367047434478;-15.558;4.5596543912566484e-5
14.0;0.025002942897639876;4.2865850819499975;5.926801589673798;2.1691220373947657;1.392264446491794e-11;3.4107690322699282;0.12087482638857419;-0.17461693013960797;-0.11022869969695728;-0.3502753733880683;-15.279;5.220780065560656e-5
15.0;0.025003259275399453;4.014227357043974;5.901979233585421;2.143900871028513;1.3922797736662982e-11;3.459422876775708;0.11587482657662866;-0.17618008448018932;-0.11378279914273325;-0.3534107435512048;-14.992;5.2482165281934044e-5
16.0;0.025013769171187323;4.024389962756597;5.940508822552046;2.1828292628276365;1.3925522798348777e-11;3.517499801885033;0.0928748290695825;-0.18494062923447652;-0.12414164966984727;-0.37098737658058684;-15.078;4.352376639692422e-5
17.0;0.02500648995674241;4.310975327243046;5.9355741960551045;2.1778946113374746;1.3923752656191765e-11;3.6209613415198256;0.058749853211994746;-0.19876728466966517;-0.14062808543852534;-0.39872813692287934;-15.366;2.7875244559831018e-5
18.0;0.02501140596344704;4.310975327390478;6.333037540879103;2.575220839393272;1.3924298319905202e-11;3.7848075026620447;0.021749965707540113;-0.22208375106860606;-0.16616738820918378;-0.44550695705571813;-16.192;1.0192645158902843e-5
19.0;0.025011323915134893;4.313007847341641;6.229777740457902;2.4720890567162566;1.3924105124820598e-11;3.893076816605898;0.0002499644349985959;-0.23320749665613036;-0.18213606063054855;-0.4678246339704224;-16.025;1.1323013005811012e-7
20.0;0.025011966492447434;4.300812725510297;5.919986530829676;2.162306130754046;1.3917102603565242e-11;3.923461442461121;0.0;-0.2370952789632062;-0.18781022636735617;-0.4756225317413097;-15.406;0.0
21.0;0.016656566897524688;4.070199566614445;5.654424214306543;1.8964629745515467;1.0989023618677322e-11;3.8728825993319416;0.0;-0.23649342433495557;-0.18254240634695737;-0.47393398834527617;-14.601;0.0
22.0;0.01665660977321142;3.8010974521042766;5.393891138265021;1.6353072626272147;1.0988833912344412e-11;3.8074976250845896;0.0;-0.23230520288200687;-0.1679472528112052;-0.465541766759297;-13.772;0.0
23.0;0.016656891922561885;3.5408248758828456;5.108400248657287;1.350203373460152;1.0989752598341501e-11;3.724035980345005;0.0;-0.22428850927930216;-0.14669998933926312;-0.44947761259021796;-12.903;0.0
24.0;0.01672810397769535;3.4728299448026516;4.834196655781198;1.0758763420221418;1.0820788699831075e-11;3.5638432398117814;0.0;-0.2155917485775275;-0.1249789775874672;-0.43200414981850493;-12.174;0.0
25.0;0.016657875697908036;2.9888258725924213;5.172160661725596;1.4133703972451108;9.388080409555561e-12;1.4913445898186881;0.0;-0.1848366470766202;-0.07145026945462686;-0.370414687622349;-10.439;0.0
26.0;0.016656280337669915;3.038820876418434;5.03288178798836;1.2747325783960795;9.38937811376747e-12;1.4334600037735028;0.0;-0.17692155447308158;-0.07042307541663827;-0.35455230537346594;-10.178;0.0
27.0;0.016657776356551426;2.6351422129228745;5.213262469755443;1.4555518941433903;9.388103345938877e-12;1.3734600247872408;0.0;-0.17026522103300526;-0.07193877938361558;-0.3412124986666269;-10.094;0.0
28.0;0.016657733401175944;2.631426928597867;5.229627008855045;1.4719676923527325;9.38810707385661e-12;1.3505754180332936;0.0;-0.16383299932961765;-0.07644124230248213;-0.32832269208695863;-10.115;0.0
29.0;0.016657639384138483;2.5156265978013215;5.447706375518699;1.6898621679515757;9.388091965414302e-12;1.3221138880209675;0.0;-0.16044709862055026;-0.0853244163548834;-0.32153741831161275;-10.408;0.0
30.0;0.0166576661799559;3.0274965913480965;5.6748847654214085;1.9172089292133991;9.388068161020738e-12;1.2886523588899164;0.0;-0.1649134742253534;-0.09984125028395224;-0.33048779999206657;-11.313;0.0
31.0;0.025012150564302806;2.8922762204111976;6.20483886692342;2.4467648159560897;1.1959724546092438e-11;1.2507691484356385;0.010874985475711026;-0.16722164897501102;-0.1108200728898318;-0.33545318854768413;-12.192;3.996740330652364e-6
32.0;0.025012669201335398;2.599593290401505;6.416953278020891;2.6593833064943104;1.1959746995761028e-11;1.2069229973688949;0.142249867863634;-0.1608112166287948;-0.10968037949101045;-0.3225819252836947;-12.432;5.2547776274766456e-5
33.0;0.025012921872950563;2.142276220488543;6.118277633806282;2.360614226295197;1.1960266107271278e-11;1.1259614641603954;0.5364998730035663;-0.14415033345521225;-0.09632559802710393;-0.2891244810177899;-11.754;0.00020034190072554183
34.0;0.025002603158986902;1.6971542649909297;5.508835063871653;1.7510391617099443;1.1958491115208751e-11;0.9759614666447896;1.1026248748467387;-0.12430926375943845;-0.0800098474972811;-0.24926860736692316;-10.582;0.00042004758095514293
35.0;0.0166588697240763;1.4111016696719398;4.922466981047107;1.1645161933637238;9.38751072208357e-12;0.8573063055004536;1.68062338483528;-0.11023459712171446;-0.06903232203824822;-0.22074691447078337;-9.636;0.0006609631282849103
36.0;0.025491977070462503;1.079267087580974;4.689997992981546;0.9315171613766012;1.044349554016856e-11;0.7669226659183465;2.080124460583136;-0.10379682388957624;-0.0646155204447012;-0.20786721352502027;-9.17;0.0008544730712263726
37.0;0.05812564143649323;0.7235772182543962;4.6713445458636516;0.9134788623700257;1.4978178704926786e-11;0.7088461407411382;2.279249979212661;-0.10160306072543564;-0.0639858920183768;-0.20380279531543075;-8.918;0.00098444367854636
38.0;0.05985282536018676;0.6768292562543977;4.537933559170976;0.7799321167703486;1.5698581993298626e-11;0.6688461429271632;2.471749981577355;-0.10247072597459007;-0.06603666398075742;-0.20555228608212203;-8.752;0.0011195062958845347
39.0;0.04948703928446319;0.7845527170780714;4.629306127142564;0.8714584240692738;1.238857614826375e-11;0.6844230303527717;2.433624911081392;-0.11008888209021522;-0.07366545839050549;-0.22058521024985364;-8.991;0.0011404632678085028
40.0;0.025075391220179464;0.6321136160041029;5.105446915134733;1.3474037526515628;1.1967591502461219e-11;0.8342306976492041;2.1933748717018386;-0.12468750030824371;-0.087992726076075;-0.24984502767851716;-9.65;0.001040695566577351
41.0;0.02501075627546924;0.808942884505018;5.6423597911697145;1.884045147251735;1.1959349522552827e-11;1.0076922362695406;1.9417498714774544;-0.14708736170399955;-0.10985666660780559;-0.2948167590458565;-10.733;0.0009099571833241194
42.0;0.02501154204100349;0.8252030445477311;6.134682535698268;2.3770197473320387;1.1959406550657348e-11;1.1049999245130493;1.63524987267084;-0.16648613297281595;-0.12985880365773045;-0.3337809631747838;-11.447;0.0007406382807100983
43.0;0.02501248143537926;0.9105688996229044;6.75829050417728;2.999828019383115;1.1959108841691123e-11;0.9921153114822583;1.266624873960835;-0.18789896222971056;-0.14870786567203764;-0.376791123424078;-12.214;0.0005470751231057512
44.0;0.025012234680341555;0.9735770295905797;7.39351274634293;3.635906563379237;1.1958554842065064e-11;0.8749999270291078;0.745249874141261;-0.20756422602141825;-0.160346780829284;-0.41630518010152345;-12.839;0.00030613355271027175
45.0;0.025012018846736695;0.7662599591894592;7.824487459230193;4.066985730439899;1.1958263615652088e-11;0.7678845414365663;0.28987486950341307;-0.2172998060223976;-0.15727835884679384;-0.4358842364715212;-12.905;0.00011400323499387931
46.0;0.025012017696435723;0.6341461339906481;7.74108195835068;3.9835530065254985;1.1958588023325113e-11;0.6524999255545119;0.02337496729267537;-0.21268250889538412;-0.13929529823533554;-0.42664810571069756;-12.256;8.904761097223868e-6
47.0;0.025012374869677008;0.6158534540413035;7.494079586277586;3.7364843322917465;1.1958980138528799e-11;0.5432691535604428;0.0;-0.20594804819608772;-0.1195668466788526;-0.4131417445153112;-11.651;0.0
48.0;0.025012775697178947;0.6300810941484319;7.181248773495533;3.4229465164548323;1.1959326775296085e-11;0.4321153056772506;0.0;-0.1957060996733339;-0.07505979498169475;-0.39259596462642926;-11.003;0.0
49.0;0.025002116108452682;1.6483739773170414;6.379406821018735;2.6217265828096257;1.325667116856784e-12;0.8873076825571368;0.0;-0.19239229272660396;-0.07447081930328253;-0.38594609273437974;-10.884;0.0
50.0;0.025001951579755547;1.7926829173174248;6.19817299087482;2.4405055470769588;1.3256734994582843e-12;0.8584615326259631;0.0;-0.18498941688758397;-0.0737333076921514;-0.37109445897897847;-10.66;0.0
51.0;0.025002160442678324;1.4390243823169087;6.327780440864614;2.5701037635460655;1.32568609953246e-12;0.8244230677028132;0.0;-0.17769232032538915;-0.07517769510643581;-0.35645590715615616;-10.552;0.0
52.0;0.025002115694979676;1.7621951123178612;6.1332277868230785;2.375564123698644;1.325684081252504e-12;0.7965384527616175;0.0;-0.16944409647208858;-0.07916555625856586;-0.3399101217918597;-10.479;0.0
53.0;0.025002217893247348;1.7296747873179947;6.201988194310444;2.44431935899642;1.3256876481316127e-12;0.7780769177987931;0.0;-0.16279408895129943;-0.08668898493680802;-0.3265704729111418;-10.578;0.0
54.0;0.025003007202710516;1.235772352316024;6.631362467956837;2.8736774119605863;1.325688489779821e-12;0.7484615328571951;0.001624995817093826;-0.15887354800391668;-0.09631367672291948;-0.3187055575318259;-10.917;5.959410597028394e-7
55.0;0.02500338764744695;1.3739837323166877;6.93644782699546;3.178703314113731;1.3256898220352612e-12;0.6799999929665038;0.0733749887147574;-0.1598688159988994;-0.10593913577564518;-0.3206957973115684;-11.656;2.6966512345895838e-5
56.0;0.025003439068289567;0.9552845473124055;7.088442989102241;3.3305769390143447;1.3256939705273925e-12;0.6319230680166199;0.287499988796838;-0.15177704060605213;-0.10349976022940988;-0.3044446249892882;-11.734;0.00010620376575743661
57.0;0.02500347816725367;0.6239837323027408;6.777643122878978;3.019972769198113;1.3257080795572628e-12;0.5746153780874871;0.6561249888783202;-0.1367377523853686;-0.09135416861117353;-0.2742420242830862;-11.15;0.00024501272994137207
58.0;0.025002473748364798;0.45325202729323844;6.152720790980719;2.395057098485519;1.3257155498942376e-12;0.462499993106526;1.1944999888264025;-0.12005196969779795;-0.07725399550112871;-0.2407182342630026;-10.22;0.0004550475777811298
59.0;0.025001026933568055;0.2906503972778801;5.659949744584677;1.9022413625537524;1.32570017434435e-12;0.3767307630199712;1.7196249885337136;-0.10909845612152462;-0.06840509076484248;-0.21868828081624953;-9.553;0.0006763012090602834
60.0;0.02500350854362414;0.13414633246382499;5.376555846381331;1.618530376863403;1.3255793216177975e-12;0.3094230678940885;2.1448749884237013;-0.10408999923098916;-0.06484818988641501;-0.20858481825743636;-9.206;0.0008810710551753697
61.0;0.025028165595817952;0.09552844805056356;5.277704787881947;1.5200286699459262;1.3256966880888811e-12;0.23499999264196364;2.4302499888882703;-0.10475921767514725;-0.06586014189229927;-0.20987721073653967;-9.178;0.0010496629372764247
62.0;0.02500414271668358;0.18089430230157783;5.366040644622114;1.608342851365824;1.3255574037167402e-12;0.17961537734072897;2.6196249883525695;-0.11202759382342889;-0.07206825827493683;-0.22441448383228552;-9.546;0.001186481917813907
63.0;0.025000223665502853;0.12601625253517656;5.576069014151404;1.818237744608335;1.325658724209704e-12;0.14826922205829862;2.6746249883507507;-0.12123951497599054;-0.08110128921697131;-0.2428705888835317;-9.898;0.0012534024624427824
64.0;0.025001432868865716;0.07317072385805487;5.941091992310441;2.1834206105877425;1.3257792912613668e-12;0.14788460705831016;2.5842499883635712;-0.13475356675169026;-0.09507284858182101;-0.26998572143000604;-10.43;0.0012261549064466947
65.0;0.025002902999776727;0.06910568397175523;6.654418183942357;2.8967090940152356;1.325795396197612e-12;0.15749999215632507;2.3059999884295976;-0.15748936652327533;-0.11760147923040844;-0.3156358930722296;-11.493;0.0010806547005255155
66.0;0.025003561186617434;0.12804877251734056;7.134218623607664;3.376545883184959;1.3256853291229072e-12;0.14596153203456655;1.9147499884709815;-0.17505686108553198;-0.13652271701289884;-0.3509385903148567;-12.037;0.0008672295661150654
67.0;0.02500343271169969;0.1422764174165607;7.728455981632033;3.970923143089662;1.3256645467714656e-12;0.10923076158272892;1.4368749886317402;-0.1945855943080453;-0.1539853977518259;-0.39018363118211974;-12.649;0.0006206087575348474
68.0;0.025003225271326857;0.28048779727520184;8.210560758118152;4.453156808069295;1.3256502737906755e-12;0.10557691653437462;0.9076249888533162;-0.21265100003072224;-0.16425933396451534;-0.42649047101626875;-13.154;0.00037283390242020853
69.0;0.02500312893120655;0.42276422228843813;8.508098656715106;4.750780220442955;1.3256456483519933e-12;0.11942306671549492;0.44999998885516546;-0.22578102428631172;-0.16339853393527573;-0.45288016784202756;-13.409;0.00017697785510045942
