Timestep;Price;G_WindOffshore;G_GasTurbine;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeD;G_TypeB;Demand;Total_PV
1.0;0.0012496419907264721;0.0;0.0;0.0;0.0;0.0;0.0;-0.2080438962945981;-0.20823797784094622;-0.2080021016070979;-0.20813593152208007;-11.664;0.0
2.0;0.001200074873419323;0.0;0.0;0.0;0.0;0.0;0.0;-0.19862990917423073;-0.19881707484152206;-0.19858944160180472;-0.19871230857567157;-11.206;0.0
3.0;0.0011713439213613124;0.0;0.0;0.0;0.0;0.0;0.0;-0.19055489539745082;-0.19073638136168078;-0.19051674044943734;-0.19063119640455406;-10.951;0.0
4.0;0.001158095904309463;0.0;0.0;0.0;0.0;0.0;0.0;-0.18319528039210267;-0.18334273988309158;-0.18318417726885083;-0.18323684555058492;-10.848;0.0
5.0;0.0011644434640725565;0.0;0.0;0.0;0.0;0.0;0.0;-0.17731792110963518;-0.17745922053627458;-0.17730457144322145;-0.17735292763643157;-10.935;0.0
6.0;0.0012112417347072868;0.0;0.0;0.0;0.0;0.0;0.0;-0.1760644526788019;-0.1762043061568048;-0.17605052868866583;-0.17609805954859503;-11.408;0.0
7.0;0.0013281747971549463;0.0;0.0;0.0;0.0;0.0;0.0;-0.18314268405286094;-0.1832894141959527;-0.1831316240662407;-0.18318424923440782;-12.549;0.0
8.0;0.0014907559462592624;0.0;0.0;0.0;0.0;0.0;0.0;-0.19433336246990712;-0.19451667277074472;-0.19429556843312812;-0.19441385891884255;-14.13;0.0
9.0;0.0016137208430788254;0.0;0.0;0.0;0.0;0.0;0.0;-0.19899372644730567;-0.19918033716763556;-0.19895557561902127;-0.19907879155429065;-15.341;9.873198118552502e-8
10.0;0.0016589096606088873;0.0;0.0;0.0;0.0;0.0;0.0;-0.19446819027893092;-0.19465040062843134;-0.19443038658984088;-0.19454762859166835;-15.811;2.379464105735325e-6
11.0;0.001649685679550554;0.0;0.0;0.0;0.0;0.0;0.0;-0.18567022442897008;-0.18581560844254988;-0.1856600440391037;-0.18571091859491642;-15.754;7.6907131352964e-6
