CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
539.98940956079,3065.999998878399,3065.999998878399,6131.999998917194,316.89696246174844,195.48274280561873
