Generator;2018;2021;2022
WindOffshore;632912.763232822;481610.0372051454;436094.83064136124
MidMerit;5.794360201387582e6;4.8878364276196975e6;4.118521132419888e6
Baseload;7.110977953825082e6;6.204458880014147e6;5.435096688957655e6
Peak;616573.2481542956;254955.0998177527;15566.613393485852
WindOnshore;363840.1205200322;263864.32161912095;271251.0407451391
SolarPanels;199876.2424572053;116178.34740082062;106481.99935962091
