Generator;2018_base;2018_high;2018_low;2021_base;2021_high;2021_low;2022_base;2022_high;2022_low
WindOffshore;5.851959473303577e-8;5.628558140804157e-8;1.5109474308192083e-7;6.056672685195833e-8;5.97872215451785e-8;28.89135814576998;6.03589361835438e-8;5.815425716970542e-8;7.450260359284226e-7
GasTurbine;1.3560210282219188e-7;1.356020169138141e-7;1.3560200099883674e-7;1.3560201618802695e-7;1.3560202804990286e-7;1.3560201394539724e-7;1.356020139453908e-7;1.3560201394542013e-7;1.356020146883655e-7
Baseload;1.3560210282219188e-7;1.356020169138141e-7;1.3560200099883674e-7;1.3560201618802695e-7;1.3560202804990286e-7;1.3560201394539724e-7;1.356020139453908e-7;1.3560201394542013e-7;1.356020146883655e-7
Peak;1.2848909803634612e-7;1.2848907923786562e-7;1.2848907923775863e-7;1.2848907923789948e-7;1.2848907923767506e-7;1.2848907923779468e-7;1.2848907923783756e-7;1.2848907923790027e-7;1.2848907923788685e-7
WindOnshore;1.1642686234488837e-8;1.3383635950503791e-8;2.6844937501017063e-8;1.234935875096766e-8;1.2932486390930501e-8;48.799870732708534;1.1598156431637408e-8;1.3371882574051959e-8;2.785064909468259e-7
SolarPanels;2.8573897116977733e-8;2.8559327858025952e-8;3.7782725258776254e-7;2.8580606483044857e-8;2.8551150075843595e-8;3.5328207050362336e-8;2.8651433472685143e-8;2.8709695115002043e-8;25.805451414123038
