VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
556.0401647805472,3065.999999556408,3065.999999556408,6131.999999559637,344.00800196915856,209.81910502723238
