Column1,Agent,0.2,0.4,0.6,0.8,1.0
0,TypeB,212.6781745233268,214.64695109873784,210.3373652900904,202.82184495813416,207.2211823618609
1,TypeC,-8.206696227427841,-6.598281857556486,-10.5872924093255,-17.646828670184135,-13.4482143655473
2,WindOffshore,1126.1882629594438,1092.5099389716488,1171.778854347118,1241.125249793622,1307.4344427145334
3,GasTurbine,2530.0451556816843,2392.9670238090184,2636.459504536077,2766.758304347488,2883.8266456742717
4,TypeA,582.9169619584611,585.4585498109652,580.6470260559453,572.4777981972034,577.1245266961394
5,Baseload,3753.691142451557,3612.0861375079257,3867.1442463864223,4004.9656401948887,4126.945304517751
6,Peak,0.0081594078292255,0.0131804683442169,-0.0126651681857765,-0.0058620200288714,0.0004328287977841
7,WindOnshore,628.6762092249755,612.0086710735741,642.7392398783559,680.9378778165519,725.9407512956059
8,TypeD,-8.258812108636533,-6.597147505794169,-10.588403012736393,-17.652965198740418,-13.44897030143693
9,SolarPanels,381.4262721759205,371.1599673280707,389.9338806111464,421.6154005500921,425.9305206059398
