agent;weigthed_obj
TypeB;-212.6781745233268
TypeC;8.206696227427841
WindOffshore;-1126.1882629594438
GasTurbine;-2530.0451556816843
TypeA;-582.9169619584611
Baseload;-3753.6911424515565
Peak;-0.008159407829225529
WindOnshore;-628.6762092249755
TypeD;8.258812108636533
SolarPanels;-381.42627217592053
