Timestep;Price;G_WindOffshore;G_GasTurbine;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeB;Demand;Total_PV
1.0;0.039999880390531095;3.7499860364288136;1.6764033918812549;5.0;0.0;2.2212239847145563;0.0;-0.18891389091725527;-0.07204367213727808;-0.37965580421692247;-12.007;0.0
2.0;0.04000041307638957;3.553650186637718;1.2806676502153937;5.0;0.0;2.285554137657013;0.0;-0.17995671127673385;-0.06926066088350473;-0.36165476217906983;-11.509;0.0
3.0;0.03999779422750551;3.7559629026921653;0.8736426375761853;5.0;0.0;2.140183560284779;0.0;-0.17169412544725932;-0.06804461867386694;-0.34504961929416933;-11.185;0.0
4.0;0.0400008130433352;3.7499860364288136;0.5759984528271691;5.0;0.0;2.2297836111547746;0.0;-0.16376409260855612;-0.0688908514632896;-0.32911292836229983;-10.994;0.0
5.0;0.04000003105304571;3.744010757436037;1.0983360102163933;5.0;0.0;1.7840520746540534;0.0;-0.15842348559943364;-0.07359547834436042;-0.3183799600464828;-11.076;0.0
6.0;0.0400001241982993;3.7022283846899655;1.5062279565390255;5.0;0.0;2.0258984562374662;0.0;-0.15889531638107182;-0.08413132523654206;-0.3193281850896314;-11.672;0.0
7.0;0.03999997998808115;3.5063209911753823;3.1972637151516334;5.0;0.0;2.165720962812973;0.0;-0.17060569717701102;-0.10283775746428636;-0.34286220734958234;-13.253;0.0
8.0;0.19999998706244243;3.3356503697438984;5.0;5.0;1.0539341093061332;1.862710780806627;0.0;-0.18282216213771688;-0.12368752494773709;-0.37478556873707153;-15.571;0.0
9.0;0.19999999939306126;3.5004122865149565;5.0;5.0;2.3208434067678203;1.846104181167024;0.00040199358473271213;-0.1878511687927572;-0.13081576750545582;-0.38509493148841784;-16.964;1.4622522193949367e-7
10.0;0.19999999955228143;2.6171988298227147;5.0;5.0;3.7942652941979986;1.5838867542250652;0.0346385432442928;-0.18217643682859735;-0.12435418550277151;-0.3734587990420206;-17.35;1.2762839742123437e-5
11.0;0.20000000262921536;3.76792139029729;5.0;5.0;2.7096299990941457;1.3523321025837571;0.1942521851408213;-0.1747976083323018;-0.11502014828620635;-0.35831792134144386;-17.376;7.329535707608053e-5
12.0;0.20000000676947896;3.5240570406311416;5.0;5.0;1.8412296033225084;1.9880380866417602;0.410814759983765;-0.16772099054254302;-0.10762919903506588;-0.3437893030895591;-17.145;0.00016102408444889193
13.0;0.20000001059359335;3.6010846826635428;5.0;5.0;1.118954249085208;2.068104210865305;0.5530033177973263;-0.1621993832686547;-0.10349502931345513;-0.3324520510325583;-16.743;0.00022838525903240244
14.0;0.20000001267327086;3.7380370674021988;5.0;5.0;0.966867963199555;1.9335627778830486;0.6928393022407311;-0.16361129179056247;-0.1053706710876844;-0.33532515161519416;-16.727;0.000303998433840951
15.0;0.20000001210877283;3.744010757436037;5.0;5.0;0.7916351913449389;2.072332744207946;0.7200700320944847;-0.1680107094235472;-0.11070443333120732;-0.34433358590484536;-16.705;0.0003346737841960502
16.0;0.20000000749678457;3.744010757436037;5.0;5.0;1.1523618107154627;2.169982092847747;0.459890811059971;-0.17705462498241994;-0.12128882590051211;-0.3629020234212259;-16.865;0.00022280135758665843
17.0;0.20000000150154396;3.708192505285397;5.0;5.0;1.939290756206554;2.169982092847747;0.16032446370070835;-0.19108480107055728;-0.13800251443833295;-0.3917025031596132;-17.257;7.885426026109404e-5
18.0;0.20000000584732908;3.6843456351421775;5.0;5.0;3.482116275564711;1.7511033460003067;0.032620943099103364;-0.21295974003351012;-0.1626632052191365;-0.43656325677145535;-18.138;1.580373043654834e-5
19.0;0.19999999740132218;3.672431829572866;5.0;5.0;2.821491686574528;1.8710233620418104;0.0;-0.21832138689202799;-0.17406659522171453;-0.4475588955442871;-17.525;0.0
20.0;0.1999999968299439;3.678387928456858;5.0;5.0;2.6172509894772555;1.4235372776691302;0.0;-0.22214369858938296;-0.17963785506880137;-0.45539464097335336;-16.862;0.0
21.0;0.19999999440225272;3.672431829572866;5.0;5.0;2.0103303974734876;1.0853245877378648;0.0;-0.22039069467133862;-0.173895090057985;-0.45180102805021094;-15.922;0.0
22.0;0.19999996759571403;3.744010757436037;5.0;5.0;0.2875843540247711;1.7634471195480654;0.0;-0.21589708607104097;-0.15955593334423523;-0.4425892015188696;-14.977;0.0
23.0;0.03999999985768881;3.71415822505544;4.094631937107578;5.0;0.0;1.7223576608748026;0.0;-0.21119046429104588;-0.13753265142944138;-0.42442470724268583;-13.758;0.0
24.0;0.03999999842933287;3.6367290920281086;3.498451947398709;5.0;0.0;1.2739429457711913;0.0;-0.19853227838959436;-0.11460587171551817;-0.39898583461423753;-12.697;0.0
25.0;0.03999994093908329;2.5947014628858405;3.360013613643421;5.0;0.0;0.2121220944959901;0.0;-0.16580602805404138;-0.06381471978497913;-0.33321640510047024;-10.604;0.0
26.0;0.03999999580198296;2.0920538947232075;3.659978993696034;5.0;0.0;0.11805359416153476;0.0;-0.15856960455390376;-0.06284334823265969;-0.31867352829379614;-10.33;0.0
27.0;0.04000001328597137;1.866440688339458;3.755593908029872;5.0;0.0;0.11282639587555822;0.0;-0.15213063256859605;-0.06399708277009182;-0.3057332809289986;-10.213;0.0
28.0;0.04000002221799612;1.6296753369363453;3.997447328405418;5.0;0.0;0.11543506184127922;0.0;-0.14638016100345963;-0.06800085842752787;-0.2941767151061588;-10.234;0.0
29.0;0.040000016674085516;1.2977413605119048;4.734715096895684;5.0;0.0;0.19774267662787925;0.0;-0.14585385984562804;-0.0772263505562445;-0.29311892825792046;-10.714;0.0
30.0;0.19999998978615374;0.9842649583418905;5.0;5.0;1.4950610900998391;0.08482958253967407;0.0;-0.1496794249331897;-0.09263339682483827;-0.3068428062407139;-12.015;0.0
31.0;0.19999999633391877;0.18376867427044835;5.0;5.0;4.038912514932216;0.06300669106537402;0.00017497732824413835;-0.16070185095181722;-0.10872223144210583;-0.3294387741536913;-13.687;6.326213783508409e-8
32.0;0.19999999805683202;0.1587625947155211;5.0;5.0;5.060797590563836;0.04685270844863184;0.04028677801523915;-0.16274584951953222;-0.11332819210483322;-0.3336256295864312;-14.697;1.4654321064407983e-5
33.0;0.1999999990880924;0.057009743364649604;5.0;5.0;5.131026418021758;0.05831123038909327;0.2354664443325432;-0.15642128769832772;-0.10674897201752247;-0.32064357616875655;-14.898;8.675943651755711e-5
34.0;0.19999999986694778;0.23925002372077356;5.0;5.0;4.223137486493329;0.08731841464119892;0.5739822621179727;-0.14665199415864458;-0.09645049248011336;-0.30058570035111065;-14.58;0.00021657534934175815
35.0;0.20000000033033494;0.31271161159114624;5.0;5.0;3.7052576622705877;0.10249346521602737;0.9464430578112983;-0.14222823003113505;-0.09119900763020963;-0.29147855937880596;-14.542;0.00037097042684906627
36.0;0.2000000003309583;0.4979999755036959;5.0;5.0;2.906866974901238;0.22374435756161515;1.2575433261692845;-0.13919863823134523;-0.08872776974272772;-0.2852282262928367;-14.373;0.0005193537706710476
37.0;0.20000000018340108;0.20566739147965812;5.0;5.0;3.239282597727041;0.0725721011156826;1.4593255190166832;-0.14133857000053984;-0.09092932186944377;-0.28957971753311346;-14.455;0.0006403110660876767
38.0;0.200000000017049;0.14128985393089416;5.0;5.0;2.9886359845054606;0.22959378252425114;1.5553412510858764;-0.14455806722160439;-0.09514970692095376;-0.2961530978959045;-14.379;0.0007228907175917955
39.0;0.19999999991631634;0.1447570368167132;5.0;5.0;2.9868600810950974;0.18919718861910145;1.5486540121257546;-0.15014338062458285;-0.10273301646484037;-0.30759192150588766;-14.309;0.0007502698641409669
40.0;0.20000000005358667;0.10743683507391225;5.0;5.0;3.4688925448965624;0.17790289111155622;1.3508052617251984;-0.16047373740309892;-0.11577272011332385;-0.3287910752555699;-14.5;0.0006643823856412716
41.0;0.20000000058363895;0.057009743364649604;5.0;5.0;4.195344609930965;0.2833141871507051;0.9892686784021005;-0.17440811891143304;-0.13312149682101515;-0.35740760323310233;-14.86;0.0004792668156555216
42.0;0.2000000014732037;0.057009743364649604;5.0;5.0;3.7911797509780425;0.6964736877738114;0.6541878191396515;-0.18064549753012177;-0.14396254251378035;-0.3702429615994222;-14.504;0.00030405308268362995
43.0;0.20000000272880458;0.09759749746081947;5.0;5.0;4.083874020587391;0.26220070707597476;0.392891957865738;-0.1859841724199332;-0.1503567018469098;-0.3812233094938248;-14.119;0.00017238996037552965
44.0;0.20000000477037055;0.11408178398342977;5.0;5.0;4.308770059311546;0.1286234909845694;0.18081857083676392;-0.1936248909772452;-0.15275652822470429;-0.39691248729904194;-13.989;7.467639851223837e-5
45.0;0.20000001151988722;0.24303260861838338;5.0;5.0;4.02946082755603;0.11282639587555822;0.04713570844528731;-0.19727048767869357;-0.14578498760926006;-0.40440006856022775;-13.685;1.847544206433148e-5
