Timestep;total_gen;total_demand;total_cons;PV_cons;tot_SOC;tot_charging;tot_discharging
1.0;12.633690370779727;-12.007;-0.6267094763442908;0.0;0.0;7.039725850841714e-6;0.0
2.0;12.107482363965268;-11.509;-0.5984931115784462;0.0;6.335753265757542e-6;5.001312333277079e-6;0.0
3.0;11.763082629922005;-11.185;-0.578091408285302;0.0;1.0836300790380338e-5;8.507175453429863e-6;1.1175596007108412e-6
4.0;11.554941317875599;-10.994;-0.5609455162061626;0.0;1.7247124347974716e-5;8.39768922456939e-6;1.419474014228432e-6
5.0;11.632810343714718;-11.076;-0.5568122298434922;0.0;2.322612658850967e-5;4.039480878206662e-6;2.8476645911981175e-6
6.0;12.254926917164855;-11.672;-0.5829428963497678;0.0;2.3696842046974023e-5;4.982637933626747e-6;2.445766768500328e-6
7.0;13.908550486811464;-13.253;-0.655569353161407;0.0;2.5462904920101486e-5;6.7069242629999675e-6;1.8884943159190003e-6
8.0;16.301223606502116;-15.571;-0.7302599507972884;0.0;2.939984049735679e-5;1.2225847403675408e-6;6.103224028678916e-6
9.0;17.722771672900592;-16.964;-0.7587529657140041;1.6883102129464367e-6;2.3717443796507495e-5;1.4009402771635768e-6;5.143332499865388e-6
10.0;18.080146094501472;-17.35;-0.7301526282052687;4.027355926284606e-5;1.926268146157086e-5;1.398438988509496e-6;4.949480514689195e-6
11.0;18.066849098124244;-17.376;-0.6908365700106665;0.0001404941935087457;1.502150453771926e-5;1.2242283266146843e-6;5.915480378917754e-6
12.0;17.801714576828104;-17.145;-0.6566667044282346;0.00024961335109288364;9.55062895337854e-6;1.0394563160969972e-6;6.763404747339001e-6
13.0;17.394405064563138;-16.743;-0.6514210041187762;0.0003268410955429054;2.971867459995615e-6;8.589111867068148e-6;9.579138642062655e-7
14.0;17.386397341778274;-16.727;-0.6594132798430048;0.00040968915388609243;9.638999264339102e-6;8.337942023713548e-6;6.992662604183727e-7
15.0;17.388083886088207;-16.705;-0.6830996816774719;0.0004475501019817361;1.636679772291401e-5;8.308683475952901e-6;1.1097705837524177e-6
16.0;17.595879084518025;-16.865;-0.7308940339005964;0.00034007617728472946;2.2611474793842874e-5;8.455997445381447e-6;1.0742184601977069e-6
