Timestep;Price;G_WindOffshore;G_GasTurbine;G_Baseload;G_Peak;G_WindOnshore;G_SolarPanels;G_TypeC;G_TypeA;G_TypeB;Demand;Total_PV
1.0;0.04001026174133255;4.4611523667632715;0.43314240410884064;5.0;0.0;2.7114873562142545;0.0;-0.2006135242428221;-0.07700323461387132;-0.4031684876683379;-11.925;0.0
2.0;0.04000257688619701;4.477909364321522;0.11143086605518267;5.0;0.0;2.6134618006116557;0.0;-0.1930514145743444;-0.07478384366771428;-0.3879705695454706;-11.547;0.0
3.0;0.039997592748080346;3.764843660199614;0.6974234478560142;5.0;0.0;2.472028578606665;0.0;-0.18550151379459878;-0.07399502506862124;-0.37279804650949944;-11.302;0.0
4.0;0.039997247221719545;3.7601913983363007;0.8012149766190112;5.0;0.0;2.314280017101132;0.0;-0.17933881438779498;-0.07593355448341975;-0.3604130034670847;-11.26;0.0
5.0;0.04000035250466808;3.5357233625238527;1.38383313335055;5.0;0.0;2.0392977627769966;0.0;-0.17365867885361363;-0.08119790197425972;-0.34899779353557714;-11.355;0.0
6.0;0.040000023239960575;3.547237246408387;2.3013691191801797;5.0;0.0;1.6071887294966536;0.0;-0.17241444261386174;-0.09188338759781199;-0.34649727207056513;-11.845;0.0
7.0;0.040000007520373256;3.538025640080749;3.872600555431621;5.0;0.0;1.185031711141051;0.0;-0.1782606198453728;-0.10815115293077274;-0.3582461353304261;-12.951;0.0
8.0;0.20000001569475348;3.0085866528433263;5.0;5.0;1.4914178345368942;0.8517979472895544;8.608481832484053e-5;-0.18410561459147273;-0.12536619418755104;-0.377416715499449;-14.665;3.1123515812150194e-8
9.0;0.19999999257483556;3.284022706559781;5.0;5.0;2.8201008914534955;0.674869041183;0.014094300295368989;-0.19037766338557624;-0.13343609904578818;-0.39027317492026387;-16.079;5.1268036780799216e-6
10.0;0.19999999214817563;3.4828401402971414;5.0;5.0;2.789354379542629;0.6436954520569477;0.08568376411478754;-0.18318942387216547;-0.12585315711292416;-0.37553115290177064;-16.317;3.157084702397585e-5
11.0;0.20000000850996477;2.992906243843227;5.0;5.0;2.5255315182534797;0.8056100928933497;0.2523991648746701;-0.1714507227858458;-0.11354450826519068;-0.35145179105242474;-15.94;9.523541216168195e-5
12.0;0.19999999248689218;3.175175701213303;5.0;5.0;1.0919456564687056;1.0555281878155938;0.5230311293964371;-0.15956783504481986;-0.10304785916808018;-0.3270649783846372;-15.256;0.00020500872157723724
13.0;0.040000006324568356;3.2544830365629576;4.890274949095423;5.0;0.0;1.3425041574000387;0.7720896090252984;-0.15720245140594347;-0.0983045400726259;-0.3158447624416083;-14.688;0.00031886587237094094
14.0;0.03999998769465192;3.49662295073691;4.347413214326984;5.0;0.0;1.4432287069770893;0.7738164389978536;-0.15659955488329882;-0.09885661540828035;-0.3146251370366705;-14.491;0.00033952892795621764
15.0;0.1999999908295652;3.261295931689172;5.0;5.0;0.01242024515532027;1.4057498170353018;0.4952097890209297;-0.15693111465047296;-0.10409668693759931;-0.32164797919823906;-14.592;0.0002301633545010734
16.0;0.19999999791961903;3.184222856485444;5.0;5.0;1.0662940859958525;1.2931765279037344;0.18813345546988824;-0.16949481714767556;-0.11689227733105609;-0.3474398308225788;-15.098;9.114422005856133e-5
17.0;0.19999999907501767;3.327275775026848;5.0;5.0;1.8779818613349375;1.2751864167843157;0.043874996659996064;-0.18727326510265907;-0.1361414423578448;-0.383904342111284;-15.817;2.1579553897903826e-5
18.0;0.19999999980097258;3.368339012391894;5.0;5.0;3.1013565915301395;1.2478541990122762;0.0;-0.21225209683534985;-0.1631809083916216;-0.43511679767506406;-16.907;0.0
19.0;0.20000000026133835;3.4094858544937976;5.0;5.0;2.457707096711264;1.3060522303705637;0.0;-0.21758566905937335;-0.17460889109961691;-0.44605062149088015;-16.335;0.0
20.0;0.200000000523486;3.1796987425627297;5.0;5.0;1.8695645968672197;1.3776770753721015;0.0;-0.219450919282156;-0.17861511048645007;-0.4498743851540938;-15.579;0.0
21.0;0.2000000012689234;2.9615865199310756;5.0;5.0;1.4346466692846382;1.3927146472320007;0.0;-0.22110072607688033;-0.17559062049976912;-0.45325649020908737;-14.939;0.0
22.0;0.19999999795552245;2.5029808538979474;5.0;5.0;1.060773023429971;1.35546011650141;0.0;-0.21725020567915845;-0.16160086819984146;-0.4453629193101413;-14.095;0.0
23.0;0.20000001143616036;1.95537880113701;5.0;5.0;0.7683477101327125;1.2515496500887313;0.0;-0.20958437716428813;-0.14104285174771533;-0.42964893572076696;-13.195;0.0
24.0;0.04000001082805424;2.15728076960799;4.956881199492978;5.0;0.0;1.206194923928142;0.0;-0.21008643913401906;-0.1220635586185181;-0.4222068983856355;-12.566;0.0
25.0;0.20000000136746243;0.8866566133573173;5.0;5.0;0.8644279832065234;0.6735866290674803;0.0;-0.19153725452505577;-0.0754825989156663;-0.3926513726181666;-11.765;0.0
26.0;0.20000000024652614;0.9215040367295767;5.0;5.0;0.27126736071160423;0.7776859544007776;0.0;-0.18344201923646897;-0.07295919317337565;-0.37605613950027855;-11.338;0.0
27.0;0.039999973240430066;0.9491715890386427;4.835381305208232;5.0;0.0;0.8994834989195056;0.0;-0.18161180948069058;-0.0724438004381357;-0.36498077508887694;-11.065;0.0
28.0;0.040000000151381394;1.0536369779935881;4.4881702479828745;5.0;0.0;1.0100918364120899;0.0;-0.1744492199211158;-0.07386335014154395;-0.3505864931223997;-10.953;0.0
