agent_type,agent,1,0.8,0.6,0.4,0.2
Gen,Baseload,1.479973015052859e-10,0.0,0.0,0.0,0.0
Gen,GasTurbine,3.91663716472825e-10,0.0,0.0,0.0,0.0
Gen,Peak,2.1852845122327468e-11,0.0,0.0,0.0,0.0
Gen,SolarPanels,21.95439531733437,32.32120451820038,-4.111533873146382,1.2621478400956385,-0.6601354947872513
Cons,TypeA,-5.479627685573842,-11.592825555241046,2.0401109071891237,-0.6136618086576376,1.3318879069832814
Cons,TypeB,-5.479628745346136,-11.596177091824766,2.0398294000874206,-0.6104196712783717,1.331165240208018
Cons,TypeC,-5.479631494101312,-6.214783865799104,1.2498056481520914,-0.3953220851266528,0.7293617333158188
Cons,TypeD,-5.479640880127171,-6.222451491320296,1.2517156849099165,-0.39490996065767864,0.730770940906691
Gen,WindOffshore,8.155103443453148e-10,4.715488293922324e-9,-3.134368896049848e-10,0.28399695295490257,-2.0357958624174457
Gen,WindOnshore,9.80393664416013e-9,3.2591167040172135,-2.4712011331725847,0.4713570209281025,-1.4414859832140978
