agent;weigthed_obj
TypeB;-1279.6990140936189
TypeC;-55.906614130960406
WindOffshore;-1081.4989729458757
GasTurbine;-2353.4754668025707
TypeA;-1279.7673325529945
Baseload;-3571.007975715678
Peak;-0.024111353006446734
WindOnshore;-602.2030110365558
TypeD;-55.82087402745822
SolarPanels;-372.91694663301496
