CVAR_WindOffshore,CVAR_GasTurbine,CVAR_Baseload,CVAR_Peak,CVAR_WindOnshore,CVAR_SolarPanels
866.4430427495507,1857.5020260719314,3052.795252253079,0.010756899756019504,508.03002688848204,327.3732826825691
