agent,1,2,3,4,5,6,7,8,9
TypeA,-218.63350169336053,-196.81187209410558,-233.530945219894,-190.66562732266422,-172.18724816133425,-219.58500993411081,-164.3908001971995,-144.02738579290084,-182.7742157113846
TypeB,-218.74336339033505,-196.89561569809575,-233.6405785597489,-190.70030568623508,-172.228067899975,-219.6203524545785,-164.42985716194315,-144.0671916809553,-182.80941977494314
TypeC,-135.41885712578562,-122.78144849924732,-144.06995814848878,-117.23366870262552,-107.26883837825493,-133.65399903555252,-101.80437728215865,-89.64376910628546,-113.36963691341035
TypeD,-135.50908835596638,-122.78004817344817,-144.15960650367086,-117.18573187380535,-107.2265690141073,-133.56487595933868,-101.76545188075694,-89.60473443171635,-113.32818707420897
