agent,1,2,3,4,5,6,7,8,9
TypeA,-218.610046834056,-196.80671722229056,-233.48578332504496,-190.69251844718625,-172.19271179930143,-219.59396088945942,-164.35359813796487,-144.04381520547045,-182.71267247008745
TypeB,-218.7017824122667,-196.89714251690714,-233.57742346466767,-190.73255199329378,-172.1921298671898,-219.63261970601673,-164.3546177447378,-144.04527942421828,-182.73187342146508
TypeC,-135.3810183103843,-122.7981235557931,-144.01770088062068,-117.26957484505051,-107.23893296998718,-133.68294177595706,-101.75501517518788,-89.63427052094758,-113.34812202198145
TypeD,-135.5149371614449,-122.93010316738555,-144.14816984210222,-117.34938655005456,-107.3209235104049,-133.7626208183384,-101.82967834329853,-89.70848635389322,-113.41063462285109
