agent,1,2,3,4,5,6,7,8,9
TypeA,-137.10553013940694,-148.12085254366232,-143.8737041978577,-177.04668084920567,-179.17993489949603,-186.03614572127202,-195.20917621915274,-194.82529017607067,-200.68141372785186
TypeB,-137.21333441418565,-148.20748353294024,-143.98508776146602,-177.0958744065831,-179.22137145895704,-186.09380233475056,-195.19922590821753,-194.8356410954097,-200.67437021705865
TypeC,-90.82368348630808,-96.21587897400322,-95.01672201464558,-109.88734115818946,-111.21137527337532,-115.39119096489277,-118.77513666811691,-117.57977289810114,-123.27712306023403
TypeD,-90.73484627079358,-96.15748595153771,-94.9221332904821,-109.89114360163745,-111.23901859212134,-115.37545946754513,-118.7708060908846,-117.63660303890441,-123.25163864233673
