agent,1,2,3,4,5,6,7,8,9
TypeA,-135.09426583496938,-146.10554452191107,-141.87043162357654,-174.96020717823941,-177.13892116094848,-184.00648296070554,-193.27682379072974,-192.73708037372384,-198.72587583380326
TypeB,-135.14426871825867,-146.13734542726345,-141.92052136255114,-174.92142209170146,-177.09856450047843,-183.9888626341198,-193.28023790713684,-192.6890228634159,-198.73410247906713
TypeC,-89.66892978468599,-95.05940738906152,-93.86804519817687,-108.67157461765505,-110.02000548738263,-114.21726818984608,-117.67924010121115,-116.33804575356643,-122.16402595821884
TypeD,-89.3558641501591,-94.78758369409849,-93.54301256096434,-108.39021580822484,-109.76025177992923,-113.99681207133723,-117.7075211494886,-116.17990533825456,-122.21867813580837
