agent,1,2,3,4,5,6,7,8,9
TypeA,-141.93159151651886,-152.95769144403283,-148.76373420187073,-181.89946347909995,-183.9966599560088,-190.92739570630314,-200.15095841698238,-199.6646607844146,-205.57704401630096
TypeB,-142.090371085642,-153.09592117547567,-148.92550489352323,-181.96985367873177,-184.06111077764015,-191.00663096646446,-200.1976007524934,-199.70086188768263,-205.6278074643604
TypeC,-95.90653770907744,-101.30757709474938,-100.13845906902375,-114.97881888626452,-116.27803161127294,-120.50211106798723,-123.9259036255963,-122.65586407763084,-128.39082882863644
TypeD,-95.93433005627156,-101.36733088467011,-100.15643885851364,-115.02688288568598,-116.35288088313939,-120.5273029941344,-124.02093769117397,-122.77236814310191,-128.469308386989
