agent,1,2,3,4,5,6,7,8,9
TypeA,-218.61073547631185,-196.97157777797872,-233.41147582409445,-190.75584802488322,-172.2803357824233,-219.6725915065283,-164.4431907557599,-144.1363276255767,-182.79825197859552
TypeB,-218.69702001784708,-197.05570702593042,-233.49649980338097,-190.7923871373349,-172.3234606099056,-219.7061847185539,-164.46765294783125,-144.1603141956253,-182.83499024956097
TypeC,-135.41784552943403,-122.94853927887152,-144.0127431807262,-117.35412123600784,-107.39275084089988,-133.76980867848485,-101.89700085694116,-89.77517959599524,-113.45302633310338
TypeD,-135.52721475092633,-123.05486836498959,-144.12113094830863,-117.41199450746922,-107.45586486255004,-133.8263368320101,-101.94710937923348,-89.82557822166655,-113.50734706634256
