agent,1,2,3,4,5,6,7,8,9
TypeA,-148.16023424197888,-159.21784716544153,-154.86025174026722,-188.11018813231857,-190.16841059670767,-197.10228785633473,-206.2000981975103,-205.83745948189951,-211.67225968720956
TypeB,-148.29075497921104,-159.3256201365595,-154.9856168709187,-188.14822716281216,-190.2010034301342,-197.14805656200687,-206.20498550171308,-205.8190992132636,-211.69675603321582
TypeC,-96.71134687176037,-102.13487247475292,-100.86431796672828,-115.77399294646509,-117.05009035081457,-121.27486061132177,-124.62649745653572,-123.43289413940663,-129.12577438829666
TypeD,-96.74071280934373,-102.19288028712354,-100.88444324913092,-115.82300487368818,-117.12518385598656,-121.30147656782604,-124.71838957555394,-123.54102730855566,-129.20498706149004
