agent;weigthed_obj
TypeB;-193.9351790335089
TypeC;26.43040089736533
WindOffshore;-1105.559594972343
GasTurbine;-2913.222690676994
TypeA;-563.6581127718392
Baseload;-4086.4926419245894
Peak;0.001870286141638644
WindOnshore;-619.4150733375282
TypeD;26.439815384505806
SolarPanels;-374.4408543739337
