VAR_WindOffshore,VAR_GasTurbine,VAR_Baseload,VAR_Peak,VAR_WindOnshore,VAR_SolarPanels
1810.1751477384687,3619.1660325278854,4894.788378062456,0.060935284830400914,1081.7987216770557,589.5042681389916
